"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"abs"	"DEG_type"
"TBX3"	1.65344506871035	10.6957879699248	8.44474737452926	5.65021588378106e-16	1.47561210546502e-14	25.6400687388184	1.65344506871035	"UP"
"INHBA"	-1.93780614693446	6.33223182957394	-8.44026302994097	5.83734386661012e-16	1.51753197845338e-14	25.6082099619164	1.93780614693446	"Down"
"BIRC3"	-1.45967178118393	8.02169298245614	-8.4336297086038	6.12544000557435e-16	1.59001178657594e-14	25.561105463448	1.45967178118393	"Down"
"ICOS"	-1.48565806553911	4.16796992481203	-8.43240958770663	6.17994262051849e-16	1.59930557438108e-14	25.5524439521893	1.48565806553911	"Down"
"HAPLN1"	1.74963002642706	4.7290634085213	8.43146521490467	6.22245664164026e-16	1.60691804256518e-14	25.5457405461939	1.74963002642706	"UP"
"NRCAM"	-1.56662503171247	5.7587305764411	-8.43133931943357	6.22814604361461e-16	1.60691804256518e-14	25.5448469465374	1.56662503171247	"Down"
"FILIP1L"	-1.21628933932347	8.83969949874687	-8.4308584282658	6.24992562317191e-16	1.6101088510539e-14	25.541433690878	1.21628933932347	"Down"
"IL10RA"	-1.33122053382663	7.57636441102757	-8.42906938649604	6.3316148006947e-16	1.6272310908733e-14	25.5287366698911	1.33122053382663	"Down"
"DENND5B"	-1.25380683932346	6.37996541353383	-8.42898673985493	6.33541392798796e-16	1.6272310908733e-14	25.5281501631187	1.25380683932346	"Down"
"ZNF385A"	1.02524353065539	10.9785789473684	8.42723568070986	6.41643917884126e-16	1.64557134322727e-14	25.5157246086284	1.02524353065539	"UP"
"FIBIN"	-1.93138348308668	5.74557994987469	-8.42680807538153	6.4363805731588e-16	1.64821446234213e-14	25.5126905845585	1.93138348308668	"Down"
"FMO1"	-1.88659071881607	3.75330526315789	-8.42613896647637	6.46770755867954e-16	1.65376091926416e-14	25.5079432147559	1.88659071881607	"Down"
"EMILIN1"	-1.5770613002114	9.76912280701754	-8.42451977068126	6.54414199224157e-16	1.67080735700424e-14	25.4964560039534	1.5770613002114	"Down"
"TCN1"	2.89402684989429	5.28714461152882	8.42353698563516	6.59096949269765e-16	1.68025520330978e-14	25.4894844900391	2.89402684989429	"UP"
"SIGLEC10"	-1.46940520084567	6.0756992481203	-8.41969683322666	6.77714274602611e-16	1.72514589008218e-14	25.4622492951476	1.46940520084567	"Down"
"NCKAP1L"	-1.60234417547569	7.13628421052632	-8.41853345380863	6.83456382381725e-16	1.73717754487694e-14	25.4540000617892	1.60234417547569	"Down"
"MS4A7"	-1.34550886892178	7.73843408521303	-8.41620469159481	6.95095424164392e-16	1.76158083738554e-14	25.4374897739447	1.34550886892178	"Down"
"UGT1A6"	2.14219281183933	10.0806060150376	8.41620041926588	6.95116956176337e-16	1.76158083738554e-14	25.4374594872227	2.14219281183933	"UP"
"FPR1"	-1.70093189217759	5.75248395989975	-8.41407869185402	7.05892118137497e-16	1.78360274340621e-14	25.4224197940286	1.70093189217759	"Down"
"LAT2"	-1.14340023784356	6.64326140350877	-8.41375703388971	7.07540008970874e-16	1.78512970404952e-14	25.4201399780851	1.14340023784356	"Down"
"SLCO5A1"	-1.220026897463	2.29954185463659	-8.41288211908421	7.12041570920694e-16	1.7938414009086e-14	25.4139391493843	1.220026897463	"Down"
"CCL13"	-1.88600848837209	5.00425238095238	-8.40850894545682	7.34970288189726e-16	1.84346066712221e-14	25.3829516653211	1.88600848837209	"Down"
"GAS7"	-1.49100242071882	7.66674486215539	-8.40804726557237	7.37433096095719e-16	1.84617235321451e-14	25.3796809438001	1.49100242071882	"Down"
"FCER1G"	-1.5029290539112	7.95258020050125	-8.40790195780183	7.38209920261149e-16	1.84617235321451e-14	25.3786515524086	1.5029290539112	"Down"
"TRIM36"	-1.25349958773784	3.77877869674185	-8.40669260182922	7.44706685092185e-16	1.85970110294699e-14	25.3700846964439	1.25349958773784	"Down"
"SOCS1"	-1.0985053012685	6.51848771929825	-8.40276307081702	7.66209300329588e-16	1.90782769889926e-14	25.3422545488618	1.0985053012685	"Down"
"MCM10"	-1.01378358350952	8.00952807017544	-8.39799649862268	7.9311772837884e-16	1.97195811942564e-14	25.308508394655	1.01378358350952	"Down"
"KCNN3"	-1.16931156448203	3.77031553884712	-8.39651137601495	8.0169098427194e-16	1.99038112873089e-14	25.2979968218665	1.16931156448203	"Down"
"APOE"	-1.64744645348837	10.8833348370927	-8.39607391687852	8.04233758753403e-16	1.99380038800518e-14	25.2949007701676	1.64744645348837	"Down"
"GXYLT2"	-1.78745491014799	4.05740751879699	-8.38359922023488	8.80197933032693e-16	2.17581876336087e-14	25.2066603466535	1.78745491014799	"Down"
"NID2"	-1.33577439217759	8.16978145363409	-8.38284859191798	8.849886827121e-16	2.18450453195861e-14	25.2013536594035	1.33577439217759	"Down"
"KLHL4"	-1.37689876849894	2.56049523809524	-8.38131574473922	8.94852035883613e-16	2.20566843311601e-14	25.190517981246	1.37689876849894	"Down"
"CHRDL2"	-2.65506400105708	5.00681228070175	-8.37460662567363	9.39317691225584e-16	2.30861615317598e-14	25.1431075897989	2.65506400105708	"Down"
"SLC15A1"	1.9129030602537	6.60769122807018	8.36930067134008	9.76024876079057e-16	2.39196010461438e-14	25.1056315372863	1.9129030602537	"UP"
"CNTNAP3"	-1.83234501585624	4.53542431077694	-8.36765640522208	9.87685366740274e-16	2.41362084049416e-14	25.0940214260365	1.83234501585624	"Down"
"GPR183"	-1.39121010042283	6.64184110275689	-8.36299026648148	1.02153118303192e-15	2.48567744195504e-14	25.0610826557354	1.39121010042283	"Down"
"VASN"	-1.12911622093024	8.41175363408521	-8.36146990052798	1.03280493141813e-15	2.50598030593453e-14	25.0503530067787	1.12911622093024	"Down"
"LOC389493"	1.88217926004228	2.63653082706767	8.35859432943118	1.05446515837909e-15	2.55129858546432e-14	25.0300630275164	1.88217926004228	"UP"
"CTLA4"	-1.54131461416491	4.94044360902256	-8.35690202215475	1.06742177517276e-15	2.57536204317423e-14	25.0181244201367	1.54131461416491	"Down"
"C9orf68"	1.03926609408033	5.2257365914787	8.35523077055067	1.08037164772629e-15	2.60293484591632e-14	25.0063360134793	1.03926609408033	"UP"
"DNAJC5B"	-1.28405296511628	2.24327318295739	-8.35193451691718	1.10637005105977e-15	2.6618236418324e-14	24.9830902666187	1.28405296511628	"Down"
"DPT"	-2.47407068710359	5.0903679197995	-8.35154317219796	1.10949747765611e-15	2.66559885572829e-14	24.9803308629743	2.47407068710359	"Down"
"C9orf109"	-1.29732059725159	3.22795012531328	-8.35091786728577	1.11451274549159e-15	2.67389271029161e-14	24.9759219747918	1.29732059725159	"Down"
"TMEM200A"	-1.35341396405919	5.82263859649123	-8.35023147790176	1.12004375197538e-15	2.68339893855614e-14	24.9710826595335	1.35341396405919	"Down"
"CNGB1"	-1.66329685517971	4.00104761904762	-8.3489462162113	1.13047363092694e-15	2.70459887141766e-14	24.9620218081144	1.66329685517971	"Down"
"GDPD2"	2.43296769027484	4.72414561403509	8.3430114119855	1.17989359431506e-15	2.81889103692088e-14	24.9201952363168	2.43296769027484	"UP"
"C2orf89"	-1.5485685359408	4.26060125313283	-8.33993042616894	1.20638563665434e-15	2.87415497222969e-14	24.8984896685972	1.5485685359408	"Down"
"CCDC8"	-1.72661338266385	6.15489448621554	-8.33840381642287	1.21972933054456e-15	2.90190402340686e-14	24.8877367739407	1.72661338266385	"Down"
"IRF4"	-1.48892104122621	5.04862857142857	-8.33418643792463	1.25735547403569e-15	2.98726704706314e-14	24.8580382373534	1.48892104122621	"Down"
"LTBP2"	-1.13133487843552	10.2840937343358	-8.33186683587111	1.27853705825403e-15	3.03337793599077e-14	24.8417082249955	1.13133487843552	"Down"
"GABBR1"	1.20326555496828	8.04450175438597	8.32749477163581	1.31942444288083e-15	3.12172538311473e-14	24.8109375370192	1.20326555496828	"UP"
"LAIR1"	-1.43240410676532	7.38430401002506	-8.31791396154986	1.41359880284293e-15	3.33071916273157e-14	24.7435472206185	1.43240410676532	"Down"
"AQP12B"	1.61204989957717	1.38122431077694	8.31675661091114	1.42541557733659e-15	3.35394207234108e-14	24.7354102371711	1.61204989957717	"UP"
"HOXD4"	1.51150371564481	4.49866165413534	8.31400755809853	1.45387685392357e-15	3.41621119000228e-14	24.7160856640184	1.51150371564481	"UP"
"FLJ40330"	-1.36232176004228	3.21309122807018	-8.31351701799939	1.4590142201665e-15	3.42357986970756e-14	24.7126378653176	1.36232176004228	"Down"
"PPAPDC1A"	-2.0970915961945	4.38838245614035	-8.31211033049853	1.4738460202187e-15	3.45364520847411e-14	24.7027516470327	2.0970915961945	"Down"
"RPSAP52"	-1.30436509513742	1.97239448621554	-8.31045372131655	1.49150416771408e-15	3.48547408373183e-14	24.6911104833626	1.30436509513742	"Down"
"AGR2"	2.2582846141649	10.0152368421053	8.30853906872795	1.51217354065917e-15	3.52414721887136e-14	24.677658053669	2.2582846141649	"UP"
"THBS1"	-1.20301317653277	11.9050533834586	-8.3007810880719	1.59886179434295e-15	3.71605025190632e-14	24.6231724611949	1.20301317653277	"Down"
"CRISPLD2"	-1.22023606236787	9.58971127819549	-8.29963153615545	1.61211815925641e-15	3.73670640003254e-14	24.6151020114615	1.22023606236787	"Down"
"EHD2"	-1.00782279598308	10.8562325814536	-8.29831060186689	1.62748507021372e-15	3.76722051570715e-14	24.6058293396177	1.00782279598308	"Down"
"GPRC5C"	1.4373664217759	9.85766315789474	8.29433187177885	1.67465144122769e-15	3.8659362420568e-14	24.5779057934426	1.4373664217759	"UP"
"SELM"	-1.26004983086681	9.22849147869674	-8.28658996992643	1.77033498198511e-15	4.07034276906415e-14	24.5235985515959	1.26004983086681	"Down"
"PLEK"	-1.49043440274842	7.18034786967419	-8.27714734726842	1.89437848865443e-15	4.33805065956127e-14	24.4574095932829	1.49043440274842	"Down"
"PTPRN"	-1.57918043340381	2.82182255639098	-8.27232655045217	1.96098138289438e-15	4.48456517858171e-14	24.4236382708756	1.57918043340381	"Down"
"PILRA"	-1.4222014640592	5.74774411027569	-8.27154950674427	1.97193130705476e-15	4.50358570607193e-14	24.4181961134646	1.4222014640592	"Down"
"VSIG2"	2.52255298625793	9.17777644110276	8.26925632676967	2.0045998922429e-15	4.5720914342276e-14	24.4021375405316	2.52255298625793	"UP"
"PYCR1"	-1.3879612526427	9.99445463659148	-8.26710993444001	2.03566180311856e-15	4.63058920267901e-14	24.3871097307606	1.3879612526427	"Down"
"VSTM2L"	-1.82014933932347	4.75386065162907	-8.26261997067695	2.10218593646142e-15	4.76291293100781e-14	24.3556824771952	1.82014933932347	"Down"
"AOAH"	-1.79009235729387	4.92025413533835	-8.25884090608767	2.15983934581736e-15	4.88060922715347e-14	24.3292404620561	1.79009235729387	"Down"
"TRIB2"	1.1137757346723	9.52336315789474	8.25682901380883	2.19116746371538e-15	4.9448694768226e-14	24.3151667882271	1.1137757346723	"UP"
"DACT1"	-1.37533558139535	6.63099298245614	-8.25351021875744	2.24383040698804e-15	5.03053249566677e-14	24.2919563042378	1.37533558139535	"Down"
"ACTBL2"	-1.18009949260042	1.44002731829574	-8.24761447753245	2.34048779676867e-15	5.24036443082786e-14	24.2507398219189	1.18009949260042	"Down"
"FOXD1"	-2.0644328012685	4.69622731829574	-8.24300436526097	2.41892516951849e-15	5.40890639866449e-14	24.218525531583	2.0644328012685	"Down"
"GPX2"	2.71692499471458	10.2828812030075	8.24060436172176	2.46078200395689e-15	5.48815344976357e-14	24.2017599578532	2.71692499471458	"UP"
"MESP2"	-1.47480174418605	3.04100827067669	-8.23518560566635	2.55793785144874e-15	5.69740688631279e-14	24.1639191471329	1.47480174418605	"Down"
"RECK"	-1.05064735729387	6.30475764411028	-8.23461603501106	2.56836761067223e-15	5.71319848480614e-14	24.1599426857196	1.05064735729387	"Down"
"BCL2A1"	-1.62123681818182	5.3930962406015	-8.23142725437979	2.62754044739716e-15	5.8296636696726e-14	24.1376837863384	1.62123681818182	"Down"
"NLRP3"	-1.28554011627907	4.86663533834586	-8.22721739122994	2.70772917175499e-15	5.9997947165856e-14	24.1083066878599	1.28554011627907	"Down"
"LAD1"	1.10860567653278	12.3165205513784	8.22681511304646	2.7155171362672e-15	6.00926728757915e-14	24.1055000831516	1.10860567653278	"UP"
"GLT8D2"	-1.39159449260043	6.69174887218045	-8.22571909668365	2.73684813440026e-15	6.04864653579467e-14	24.0978539156139	1.39159449260043	"Down"
"TMPRSS4"	2.43321100951374	10.0469431077694	8.22373802073244	2.77582545973818e-15	6.12687358893953e-14	24.0840351138972	2.43321100951374	"UP"
"ANXA1"	-1.44887711945031	12.1548408521303	-8.22046859692053	2.84135405685769e-15	6.24732679904983e-14	24.0612347224577	1.44887711945031	"Down"
"LOC100133985"	-1.06254636363636	2.99118370927318	-8.22017066669623	2.84740089334997e-15	6.25258532498648e-14	24.0591573282674	1.06254636363636	"Down"
"C1QC"	-1.60730204545455	9.95622957393484	-8.21930275343223	2.86508877795456e-15	6.2833600814988e-14	24.0531058864812	1.60730204545455	"Down"
"KRTAP5-9"	1.89733738372093	3.75464035087719	8.21855705326973	2.88037268883264e-15	6.30879068055969e-14	24.0479069253047	1.89733738372093	"UP"
"CREB5"	-1.16275315539112	4.9820320802005	-8.21603122319119	2.93274341563076e-15	6.41528246391047e-14	24.0302995254794	1.16275315539112	"Down"
"FGF7"	-1.65688242600423	6.25227192982456	-8.20999847786001	3.0616653388507e-15	6.67192562823761e-14	23.9882611644904	1.65688242600423	"Down"
"CA9"	2.44953389534884	7.05646115288221	8.20185814220499	3.24454469642633e-15	7.02546602241378e-14	23.9315710535236	2.44953389534884	"UP"
"COL5A3"	-1.4266665961945	8.46167192982456	-8.20101384720072	3.26411950967402e-15	7.05542260981036e-14	23.925693581942	1.4266665961945	"Down"
"C1QTNF1"	-1.36698155391121	8.58373233082707	-8.20090599227537	3.26662849700094e-15	7.05542260981036e-14	23.9249427920533	1.36698155391121	"Down"
"FBXO17"	-1.58045964587738	6.2350290726817	-8.19890911389158	3.31342692222522e-15	7.1294944568031e-14	23.911043569655	1.58045964587738	"Down"
"CD53"	-1.43805761099365	8.07675639097744	-8.19684476846526	3.36250301844485e-15	7.22600208963789e-14	23.8966772696489	1.43805761099365	"Down"
"CRTAC1"	3.33780592494715	5.20494536340852	8.19531512998125	3.39933010829978e-15	7.29597751977114e-14	23.8860337861298	3.33780592494715	"UP"
"LOC730668"	1.18090490486258	2.11882556390977	8.19479875582761	3.41185193778314e-15	7.31367659745844e-14	23.8824410856826	1.18090490486258	"UP"
"WIPF1"	-1.00141463530655	9.06073684210526	-8.19434238936242	3.42295654789552e-15	7.32829721005017e-14	23.879266025667	1.00141463530655	"Down"
"FAM180A"	-1.43789441331924	2.60727568922306	-8.18946882886116	3.54379351549382e-15	7.56805641398717e-14	23.8453672288063	1.43789441331924	"Down"
"GLIPR1"	-1.05916660147991	8.22602255639098	-8.18754046486748	3.59276169516373e-15	7.66306503210358e-14	23.8319581521126	1.05916660147991	"Down"
"CD109"	-1.69883282241015	8.48619423558897	-8.18448880411762	3.67162421348559e-15	7.82151977532809e-14	23.8107426999923	1.69883282241015	"Down"
"CSF3"	-2.12980902219873	3.82741177944862	-8.18268827755853	3.71895418717973e-15	7.91249133406673e-14	23.798227894217	2.12980902219873	"Down"
"SAMHD1"	-1.10715290697674	8.77423784461153	-8.1757392688004	3.90734211272616e-15	8.30298064351475e-14	23.7499462116578	1.10715290697674	"Down"
"MAP1B"	-1.20476727801269	8.56382205513784	-8.17423059848554	3.94947171744017e-15	8.38209220825453e-14	23.739467829889	1.20476727801269	"Down"
"MYLK"	-1.40258457716702	9.90056766917293	-8.17048230991013	4.05609555289452e-15	8.58707556037298e-14	23.7134402629662	1.40258457716702	"Down"
"C17orf87"	-1.19468095137421	2.98641152882205	-8.16861972951482	4.11013147864118e-15	8.69071805607367e-14	23.7005099356577	1.19468095137421	"Down"
"ADAMTS4"	-1.36131590380549	8.39728220551378	-8.16716868708169	4.15272055299341e-15	8.76993059006239e-14	23.6904380233299	1.36131590380549	"Down"
"IL1B"	-1.75218619978858	7.35094586466165	-8.16434914631401	4.23672671978602e-15	8.92530138776596e-14	23.670870790885	1.75218619978858	"Down"
"PCSK1"	-1.41342458245243	3.27266616541353	-8.16396404469277	4.24833011905454e-15	8.93873739440923e-14	23.6681986108152	1.41342458245243	"Down"
"CEACAM19"	-1.26227031712473	5.78111679197995	-8.15849044964451	4.41668892182327e-15	9.26822932469871e-14	23.630227605708	1.26227031712473	"Down"
"HERC5"	-1.31028073995772	7.21636741854637	-8.15834719175883	4.42118270136452e-15	9.26822932469871e-14	23.6292340515399	1.31028073995772	"Down"
"LOC100188947"	2.58513440274842	4.66215062656642	8.15777957523558	4.43903241593399e-15	9.28289590549716e-14	23.625297512451	2.58513440274842	"UP"
"VTN"	-1.7513357769556	4.05479448621554	-8.15582496997444	4.50104499447276e-15	9.4010837210563e-14	23.6117434092049	1.7513357769556	"Down"
"IL22RA2"	-1.2184152167019	1.96082506265664	-8.1548666257057	4.53176177468431e-15	9.45369718509144e-14	23.605098668445	1.2184152167019	"Down"
"FCGR3A"	-1.75186359936576	8.90156591478697	-8.1537590990479	4.56751821302022e-15	9.51668289304798e-14	23.5974202549204	1.75186359936576	"Down"
"FGF5"	-1.37315036469345	1.8537671679198	-8.14994442093921	4.69282178166349e-15	9.7658648901625e-14	23.5709790152947	1.37315036469345	"Down"
"GFI1"	-1.18770668604651	5.00168771929825	-8.14768151987197	4.7687517748997e-15	9.91181869519249e-14	23.5552980026579	1.18770668604651	"Down"
"RBM44"	1.02598848308668	2.68869122807018	8.14003285872713	5.03449418612634e-15	1.04261570881207e-13	23.5023187744889	1.02598848308668	"UP"
"RGS20"	-1.75196403805497	4.45944887218045	-8.13620287085905	5.17300746989594e-15	1.0687133548314e-13	23.4758033078967	1.75196403805497	"Down"
"RGS6"	1.8219435782241	3.83116516290727	8.13497489929948	5.21820974382977e-15	1.07675145811764e-13	23.4673037977867	1.8219435782241	"UP"
"SPI1"	-1.32954900634249	7.77894511278195	-8.13371447084128	5.26501263295508e-15	1.08433671090741e-13	23.4585805864407	1.32954900634249	"Down"
"BIRC7"	-1.19672692917548	2.06551002506266	-8.13364383793975	5.26764764856808e-15	1.08433671090741e-13	23.4580917766607	1.19672692917548	"Down"
"TNFSF8"	-1.25073077167019	3.13768245614035	-8.13262187534588	5.30591889388316e-15	1.08959242015324e-13	23.4510196989547	1.25073077167019	"Down"
"DDR2"	-1.47761066067653	4.97816090225564	-8.11649757975307	5.94741378524322e-15	1.21259189762063e-13	23.3395220377593	1.47761066067653	"Down"
"FKBP10"	-1.40462853594081	10.4382426065163	-8.11372525282705	6.06518017004064e-15	1.23513061891328e-13	23.3203676411467	1.40462853594081	"Down"
"MAOB"	-1.8172353911205	5.81764110275689	-8.1128350249775	6.10348283745882e-15	1.24145276358586e-13	23.3142179238043	1.8172353911205	"Down"
"EVI2A"	-1.36959631606765	6.16757393483709	-8.10450321953697	6.47374962970622e-15	1.31208484793548e-13	23.2566849831377	1.36959631606765	"Down"
"EPSTI1"	-1.45235874207188	8.1938298245614	-8.10406532004676	6.49381219093728e-15	1.31459350696063e-13	23.2536623607598	1.45235874207188	"Down"
"RSPO3"	-1.83952946088795	4.02272205513784	-8.10100194436194	6.63589036989498e-15	1.34018347895423e-13	23.2325205300092	1.83952946088795	"Down"
"CD86"	-1.26794532241016	6.8742022556391	-8.09566492188707	6.89079199542676e-15	1.38838501618104e-13	23.195700832201	1.26794532241016	"Down"
"LHX1"	-1.34131247357294	1.49035614035088	-8.09427078816159	6.95895548244456e-15	1.39882364844532e-13	23.1860856746312	1.34131247357294	"Down"
"RNF128"	1.71497449788584	9.63513458646617	8.09005098045849	7.16936041119871e-15	1.43605479149842e-13	23.156989440179	1.71497449788584	"UP"
"ACAA2"	-1.16582041754757	9.40032380952381	-8.08713344897045	7.3184944874912e-15	1.46250194746524e-13	23.1368789580138	1.16582041754757	"Down"
"NCRNA00086"	1.30937696617336	3.90911904761905	8.08343883551032	7.51175482997925e-15	1.49587983843568e-13	23.1114195239384	1.30937696617336	"UP"
"SIGLEC9"	-1.38512206131078	4.21403408521303	-8.08290049857738	7.54033215947679e-15	1.49982467348849e-13	23.1077105614235	1.38512206131078	"Down"
"SLC2A3"	-1.23798747885835	9.10046666666667	-8.0735118524354	8.05634842820068e-15	1.59136138813858e-13	23.0430543853157	1.23798747885835	"Down"
"MFAP5"	-2.44513803911205	5.40094711779449	-8.07155259148869	8.16835353071446e-15	1.60541161440115e-13	23.0295684669534	2.44513803911205	"Down"
"SGMS2"	-1.17275291226216	8.19798796992481	-8.07144751319555	8.17440381236644e-15	1.60541161440115e-13	23.0288452619514	1.17275291226216	"Down"
"BHLHE41"	1.29900464059197	9.91404160401003	8.06556063105849	8.52052920706539e-15	1.6676449956071e-13	22.9883393815412	1.29900464059197	"UP"
"SLC2A5"	-1.35815075581395	5.8959969924812	-8.06360597158198	8.63862643895679e-15	1.68689890256615e-13	22.9748946427928	1.35815075581395	"Down"
"C1QA"	-1.59947343551797	10.2177473684211	-8.06294871461803	8.67869890695554e-15	1.6908635934212e-13	22.970374356198	1.59947343551797	"Down"
"EPHX3"	2.16667765856237	6.84914536340852	8.05646723356314	9.08383556301352e-15	1.76176974082664e-13	22.9258121205259	2.16667765856237	"UP"
"PRR16"	-1.22678866807611	4.95357518796992	-8.05491443589085	9.18363698039228e-15	1.77910865443477e-13	22.9151399660741	1.22678866807611	"Down"
"RBPMS2"	-1.39885955073996	6.19919248120301	-8.05299958903956	9.30820038306073e-15	1.80119995195291e-13	22.9019815345817	1.39885955073996	"Down"
"FCGR2B"	-1.44365122621564	6.12486441102757	-8.05006544272667	9.50231550232638e-15	1.82842079845664e-13	22.8818230490221	1.44365122621564	"Down"
"CCL11"	-2.00047564482029	5.5508335839599	-8.04714489633061	9.6995005543507e-15	1.86426580317666e-13	22.8617632417604	2.00047564482029	"Down"
"IKZF2"	1.03860088794927	9.17618646616541	8.04697601396118	9.71102570539722e-15	1.86438614721128e-13	22.8606034312321	1.03860088794927	"UP"
"C1QB"	-1.64143004228329	10.1797295739348	-8.0455688171337	9.80758537689147e-15	1.88081340198549e-13	22.8509400968614	1.64143004228329	"Down"
"KATNAL1"	-1.08836943446089	6.86620175438596	-8.04331336928674	9.96433247384365e-15	1.9065981129482e-13	22.8354542884847	1.08836943446089	"Down"
"SRGN"	-1.24626246300212	9.66662280701754	-8.04139794305886	1.00993901634618e-14	1.92812687651984e-13	22.8223055054331	1.24626246300212	"Down"
"NEGR1"	-1.62453672832981	5.1068649122807	-8.04123582230247	1.01109040310985e-14	1.92817306974327e-13	22.8211927021176	1.62453672832981	"Down"
"ZEB2"	-1.04597339852009	7.91349523809524	-8.03972816262788	1.02186013304018e-14	1.94483898506786e-13	22.8108448389183	1.04597339852009	"Down"
"SRPK3"	1.00571380021142	4.82930751879699	8.03848678372596	1.03081272075366e-14	1.95923137791246e-13	22.8023256486597	1.00571380021142	"UP"
"GDF5"	-1.14033515856237	1.6785679197995	-8.03695166229959	1.04199092116122e-14	1.9782793226841e-13	22.7917919051519	1.14033515856237	"Down"
"FPR2"	-1.46463383192389	3.14698922305764	-8.03560934593726	1.05186324426144e-14	1.99306531288725e-13	22.7825823434717	1.46463383192389	"Down"
"LAG3"	-1.61924259513742	6.05372781954887	-8.03545781612633	1.05298348605699e-14	1.99306531288725e-13	22.7815427749614	1.61924259513742	"Down"
"COL8A2"	-1.35538852536998	7.67914461152882	-8.03289310710788	1.07212382092531e-14	2.02425497580005e-13	22.7639497583596	1.35538852536998	"Down"
"RNASE6"	-1.33633386892178	6.63772380952381	-8.02945919417951	1.09829001439168e-14	2.0690912980379e-13	22.7404006325312	1.33633386892178	"Down"
"FOXH1"	1.37594802325582	4.17569899749373	8.02579094058993	1.12693881547638e-14	2.12072776430571e-13	22.7152524503544	1.37594802325582	"UP"
"PRUNE2"	-1.92542483086681	5.88744812030075	-8.01795566151154	1.19062678144251e-14	2.2356599037712e-13	22.6615644114871	1.92542483086681	"Down"
"MS4A6A"	-1.370470089852	8.00941453634085	-8.01222422417951	1.23945271367344e-14	2.32027887578672e-13	22.6223160160141	1.370470089852	"Down"
"SYT11"	-1.00777003171248	7.44769072681704	-8.01000270918512	1.25890498228185e-14	2.35096382389883e-13	22.6071087109154	1.00777003171248	"Down"
"STXBP1"	-1.1090771564482	7.64322957393484	-8.00950690506092	1.26328738073105e-14	2.35657512920232e-13	22.6037151157209	1.1090771564482	"Down"
"ATP10A"	-1.2766091384778	5.92386090225564	-8.00913334076444	1.26659925425973e-14	2.35761119079075e-13	22.6011583068291	1.2766091384778	"Down"
"CXCL2"	-1.84296628435518	5.54931604010025	-8.0009162445327	1.34165677546112e-14	2.48919531464619e-13	22.544939289774	1.84296628435518	"Down"
"C2orf66"	1.20548262684989	1.69188120300752	8.00060463646739	1.34458792970258e-14	2.49193078282691e-13	22.5428081760664	1.20548262684989	"UP"
"RGS2"	-1.24681437103593	9.02457318295739	-7.99627965233768	1.38593011075359e-14	2.56577061412888e-13	22.5132354322943	1.24681437103593	"Down"
"PTPRR"	2.14382583509514	6.1152380952381	7.99184665915709	1.42960733277531e-14	2.63522230974724e-13	22.4829361400191	2.14382583509514	"UP"
"SNAP25"	-1.46384964059196	3.32586040100251	-7.99038327611155	1.4443219939616e-14	2.65948030448946e-13	22.4729366518705	1.46384964059196	"Down"
"TSPAN2"	-1.39008667547569	6.75210526315789	-7.98721141037513	1.47673122172101e-14	2.71623271814619e-13	22.451267417749	1.39008667547569	"Down"
"OSM"	-1.3686071141649	5.31636290726817	-7.9843655170942	1.50642038068744e-14	2.76786541697523e-13	22.4318304196719	1.3686071141649	"Down"
"TNFAIP2"	1.10944792283298	12.9369253132832	7.98385585930318	1.51179916056091e-14	2.77476785842864e-13	22.428350066495	1.10944792283298	"UP"
"RBM24"	-1.31470868393235	3.25473408521303	-7.98305565989164	1.52028252079896e-14	2.78734756707257e-13	22.422885985434	1.31470868393235	"Down"
"SLC6A12"	-1.36072485729387	3.98875263157895	-7.97854743001322	1.56896265646633e-14	2.87044654561636e-13	22.3921093890981	1.36072485729387	"Down"
"ATP6V0D2"	-1.18710128964059	2.53459122807018	-7.97812180470462	1.57363733736136e-14	2.87592310821618e-13	22.3892043971745	1.18710128964059	"Down"
"CXCL3"	-1.69234471458774	3.97403684210526	-7.97751539735135	1.58032133011922e-14	2.88505620843322e-13	22.385065719193	1.69234471458774	"Down"
"RUNX2"	-1.09051531712474	8.01161729323308	-7.97265832055558	1.63487874383746e-14	2.98147503113898e-13	22.351924796089	1.09051531712474	"Down"
"APOL1"	1.3312850845666	12.557201754386	7.97102679893612	1.65361897624466e-14	3.01243942573389e-13	22.3407958338744	1.3312850845666	"UP"
"SOCS2"	-1.18451606765327	8.03782781954887	-7.96962774049654	1.66985788293606e-14	3.03396333995014e-13	22.3312538655529	1.18451606765327	"Down"
"PYROXD2"	1.19482903276956	6.70362080200501	7.96955084358648	1.67075497850639e-14	3.03396333995014e-13	22.3307294423334	1.19482903276956	"UP"
"MRC2"	-1.03441394820296	10.5378328320802	-7.96899706530952	1.67722954233038e-14	3.04249083256664e-13	22.3269528813094	1.03441394820296	"Down"
"PACRG"	1.8551621564482	2.85458922305764	7.96865385278005	1.68125468143177e-14	3.04333783921396e-13	22.3246123953423	1.8551621564482	"UP"
"TGM2"	-1.50449792811839	11.5629619047619	-7.96788005177783	1.69036471968379e-14	3.05561497108977e-13	22.3193358439553	1.50449792811839	"Down"
"CORO6"	-1.37735475687103	5.21874837092732	-7.96777463256799	1.69160959758097e-14	3.05561497108977e-13	22.3186170187382	1.37735475687103	"Down"
