"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"abs"	"DEG_type"
"HLA-DPA1"	-1.05254321881607	10.985286716792	-5.83122507618088	1.13350942202055e-08	6.29539356268945e-08	9.28052869965154	1.05254321881607	"Down"
"MIA"	-1.24201901691332	2.80614611528822	-5.82953362749424	1.14415007939814e-08	6.34830725208713e-08	9.27151049396255	1.24201901691332	"Down"
"SLC34A2"	-1.35400960359408	2.23065213032581	-5.82259511422869	1.18882802740439e-08	6.57700266390022e-08	9.23453985662708	1.35400960359408	"Down"
"NOTUM"	-1.12886108879492	3.8373954887218	-5.8175964434924	1.22206499745035e-08	6.74778690974358e-08	9.20792831410316	1.12886108879492	"Down"
"LTK"	-1.08009382663847	3.38800325814536	-5.81182800489059	1.26154738391122e-08	6.93891625375733e-08	9.17724267994557	1.08009382663847	"Down"
"DNASE1L3"	-1.23946359408034	3.33050476190476	-5.80429786154387	1.31496407621596e-08	7.21416789215852e-08	9.13722414666784	1.23946359408034	"Down"
"CPA4"	-1.67299441331924	5.06096842105263	-5.79856443332538	1.35710819394754e-08	7.43584009150114e-08	9.10678350032907	1.67299441331924	"Down"
"SP5"	-1.10197236257928	2.48110050125313	-5.79160833329889	1.41001043556224e-08	7.70841754897017e-08	9.06988536885182	1.10197236257928	"Down"
"MYT1"	1.85974650105708	3.19049498746867	5.78691955417398	1.44679824360058e-08	7.89691472719578e-08	9.04503516857647	1.85974650105708	"UP"
"ADAM33"	-1.176031294926	5.29705989974937	-5.78572900690932	1.45628716466877e-08	7.94110559095442e-08	9.03872805641639	1.176031294926	"Down"
"CIITA"	-1.08417850422833	7.39340852130326	-5.78244221942457	1.48279967150175e-08	8.07795260532129e-08	9.02132146867487	1.08417850422833	"Down"
"EYA1"	-1.01839585623679	2.93681729323308	-5.77310592930796	1.56070285833226e-08	8.47266997608115e-08	8.97192272491059	1.01839585623679	"Down"
"TNFSF13B"	-1.00486264799154	4.40724411027569	-5.76972387084979	1.58989622273127e-08	8.6120217815203e-08	8.95404473686644	1.00486264799154	"Down"
"KLK9"	-1.15499939217759	1.51462531328321	-5.7613915489622	1.66410940877131e-08	8.97705945961589e-08	8.91003681358653	1.15499939217759	"Down"
"FSD1"	-1.35621919133193	4.58446441102757	-5.76133351931625	1.66463791689931e-08	8.97707951023947e-08	8.90973051321135	1.35621919133193	"Down"
"S100B"	-1.04619401162791	5.18482180451128	-5.75868818752541	1.68890493342433e-08	9.0964760047722e-08	8.8957703146196	1.04619401162791	"Down"
"NEFH"	-1.00481504756871	3.43220125313283	-5.75751224638691	1.69980285492414e-08	9.15229072594662e-08	8.88956626599253	1.00481504756871	"Down"
"HLF"	-1.02205896934461	3.91413182957393	-5.74756606337403	1.79476150152303e-08	9.61515510336766e-08	8.8371349077118	1.02205896934461	"Down"
"DKK2"	-1.19611781712474	4.61162305764411	-5.74046460517128	1.86570450059351e-08	9.96712716650613e-08	8.79974647156488	1.19611781712474	"Down"
"PCSK9"	-1.59692293340381	4.69413934837093	-5.74031540191691	1.86722396293413e-08	9.97213022477405e-08	8.7989613516644	1.59692293340381	"Down"
"XK"	-1.06679212473573	5.94647694235589	-5.73021446778268	1.97294354274113e-08	1.04941455976772e-07	8.74584958172006	1.06679212473573	"Down"
"IL9R"	1.23842356236787	4.62730827067669	5.72801959563414	1.99667562592001e-08	1.06071842413005e-07	8.73431919190329	1.23842356236787	"UP"
"CHIT1"	-1.40040748942918	4.2106634085213	-5.7225440903383	2.05709875038544e-08	1.0894344032227e-07	8.70557086465883	1.40040748942918	"Down"
"MLPH"	1.09001958245244	9.03667919799499	5.72014592734249	2.08412057150293e-08	1.10338807894724e-07	8.69298700285375	1.09001958245244	"UP"
"GRP"	-1.07853414376321	1.92038220551378	-5.7120056587869	2.17844723465889e-08	1.14801350573244e-07	8.65030598313901	1.07853414376321	"Down"
"C20orf103"	-1.20005876849895	4.477871679198	-5.70989617222971	2.20356208197053e-08	1.15981947612886e-07	8.63925394064577	1.20005876849895	"Down"
"PSG4"	-1.36636195560254	2.19966541353383	-5.70482848440791	2.26505476385433e-08	1.18943971111626e-07	8.61271741121266	1.36636195560254	"Down"
"FCRLB"	1.10249271670191	7.14405814536341	5.69684322206345	2.36535756233655e-08	1.23585236595385e-07	8.57094381044535	1.10249271670191	"UP"
"DPEP1"	-1.05458235729387	2.44499022556391	-5.68609290026985	2.50725133883638e-08	1.3028262880357e-07	8.51478369438182	1.05458235729387	"Down"
"SGCE"	-1.0709652589852	7.51374210526316	-5.68369720668393	2.53998404961509e-08	1.3178333986265e-07	8.50228076715863	1.0709652589852	"Down"
"P2RX6"	1.0601945243129	3.57671303258145	5.68267547224657	2.55407043890781e-08	1.32433855495475e-07	8.4969497806496	1.0601945243129	"UP"
"RARRES2"	-1.08966334566597	9.1814954887218	-5.68040664316843	2.5856228441312e-08	1.33948105304992e-07	8.48511488254984	1.08966334566597	"Down"
"CDH2"	-1.20600253171247	4.89987794486216	-5.67900742352556	2.60527060699961e-08	1.34778841970757e-07	8.47781813151356	1.20600253171247	"Down"
"ARHGAP28"	-1.04856670718817	5.75343834586466	-5.67307431460608	2.69021097547068e-08	1.38945498026575e-07	8.44689469862594	1.04856670718817	"Down"
"CHGA"	-1.03870172832981	1.63424411027569	-5.67057904113657	2.72673448036034e-08	1.40619596083943e-07	8.43389751007214	1.03870172832981	"Down"
"PDE3B"	-1.01799322938689	7.25958471177945	-5.66811337613379	2.76329880430115e-08	1.42419371335871e-07	8.42105931793957	1.01799322938689	"Down"
"FAM84A"	1.11535029069768	9.4687947368421	5.66357013764533	2.83192692574504e-08	1.45605476380507e-07	8.39741607506901	1.11535029069768	"UP"
"GALNTL2"	-1.02856867336153	4.91589147869674	-5.66280656954652	2.8436228237861e-08	1.46031257951621e-07	8.39344401035637	1.02856867336153	"Down"
"KLHDC7A"	1.69894596723044	7.3460954887218	5.6622580136727	2.85205431238949e-08	1.46332456711861e-07	8.39059071568892	1.69894596723044	"UP"
"CLDN9"	-1.39076941860465	4.43713934837093	-5.66141938766275	2.8649913592639e-08	1.46864076091005e-07	8.38622908546682	1.39076941860465	"Down"
"SLC22A3"	-1.2431820718816	5.11028521303258	-5.65573586378725	2.95418658115541e-08	1.50977240836453e-07	8.35668399015434	1.2431820718816	"Down"
"DHRS9"	-1.56918177589852	5.21035488721805	-5.65568865715641	2.95493863159385e-08	1.50977240836453e-07	8.35643869802912	1.56918177589852	"Down"
"EPYC"	-1.26522487843552	2.14058771929825	-5.65332596838986	2.99281782777589e-08	1.52775714001595e-07	8.34416406852284	1.26522487843552	"Down"
"MAMDC2"	-1.08480725158563	4.87289423558897	-5.64361782803681	3.15348525638421e-08	1.60355287739918e-07	8.29377419652277	1.08480725158563	"Down"
"ALDH1L1"	1.5090269397463	8.04415338345865	5.63121264332651	3.37105035069817e-08	1.70455770910561e-07	8.22949269677564	1.5090269397463	"UP"
"GNA14"	-1.00957569767442	5.52795112781955	-5.63099208345544	3.37504784597116e-08	1.70607471788365e-07	8.22835088415671	1.00957569767442	"Down"
"PTGDS"	-1.28579707716703	7.69977869674185	-5.62504906253258	3.48451549836322e-08	1.75209059714877e-07	8.19759890745244	1.28579707716703	"Down"
"GPR78"	1.56549284883721	3.9637619047619	5.60144144092804	3.9545137794194e-08	1.97046060911006e-07	8.07571545912204	1.56549284883721	"UP"
"TOX3"	2.15987837209302	5.80618922305764	5.58936781167151	4.21817947622082e-08	2.09208982662318e-07	8.01354975506566	2.15987837209302	"UP"
"CTSG"	-1.28626031183932	3.2909671679198	-5.58910163803942	4.22418079829348e-08	2.09385212215614e-07	8.01218054843397	1.28626031183932	"Down"
"HTR7"	1.25381919661734	4.82442756892231	5.58634296541741	4.28687099149748e-08	2.12308092589913e-07	7.99799311766647	1.25381919661734	"UP"
"CPXM2"	-1.15880756342495	7.0213649122807	-5.57951900872129	4.44585896466843e-08	2.19546372545087e-07	7.96292425875744	1.15880756342495	"Down"
"SCRG1"	-1.34121651162791	2.34041704260652	-5.5753260916633	4.54637811765993e-08	2.2405745917802e-07	7.94139468803998	1.34121651162791	"Down"
"CNTN1"	-1.57861454016913	4.2196037593985	-5.56417688078498	4.82454360043693e-08	2.36743094747774e-07	7.88421361152094	1.57861454016913	"Down"
"C6orf15"	-1.07194217230444	1.37645162907268	-5.5640777242115	4.82709028680843e-08	2.36800133198007e-07	7.88370550520988	1.07194217230444	"Down"
"CXorf57"	1.08622191860465	7.7197679197995	5.56216671704192	4.87642789542491e-08	2.39083334993231e-07	7.87391447703819	1.08622191860465	"UP"
"MUC4"	-1.73477434989429	6.63213959899749	-5.55975073790223	4.93950529937241e-08	2.41967862689188e-07	7.86154034671249	1.73477434989429	"Down"
"CAPN13"	1.59595434460888	5.35961754385965	5.55279755675185	5.12550410164868e-08	2.50362287729304e-07	7.82595329975533	1.59595434460888	"UP"
"TNFRSF11B"	-1.15214987843552	5.21789949874687	-5.55212417922259	5.14387478726652e-08	2.51187902115276e-07	7.82250891288044	1.15214987843552	"Down"
"HLA-DRB6"	-1.10974900105709	7.36925062656642	-5.55197991228549	5.14781891576636e-08	2.51308762480306e-07	7.82177102096328	1.10974900105709	"Down"
"CYP4B1"	1.91985475687104	9.46903233082707	5.5493300974143	5.22078795425117e-08	2.54507833415277e-07	7.8082207511497	1.91985475687104	"UP"
"PCP4"	-1.68582674947146	3.9235373433584	-5.54925105067191	5.2229800801813e-08	2.54542157411912e-07	7.80781661750135	1.68582674947146	"Down"
"CYP4Z1"	1.04879449260042	2.27479799498747	5.54900836190248	5.22971592640775e-08	2.54797837189208e-07	7.80657587991457	1.04879449260042	"UP"
"GGT6"	1.39485491014799	9.19257468671679	5.53853865168155	5.5284886281009e-08	2.68132482201004e-07	7.75309409555772	1.39485491014799	"UP"
"PWRN1"	1.10253373678647	1.3307664160401	5.53557074375783	5.61616124087856e-08	2.71999020912992e-07	7.73794904625874	1.10253373678647	"UP"
"CASQ2"	-1.48154614164905	3.7847320802005	-5.53481735988439	5.63863068183568e-08	2.72855492060767e-07	7.73410568178151	1.48154614164905	"Down"
"GNAZ"	-1.00605130021141	5.02628345864662	-5.52696901083953	5.87796687266133e-08	2.83394874080453e-07	7.6940942254649	1.00605130021141	"Down"
"DUSP27"	1.47968381606765	1.74251353383459	5.52600516633629	5.90803201947378e-08	2.84764146872692e-07	7.68918383002043	1.47968381606765	"UP"
"CRISPLD1"	-1.15549664904862	6.01612857142857	-5.52010426355901	6.09538587441427e-08	2.93133738452995e-07	7.65913713560161	1.15549664904862	"Down"
"TNS4"	1.23746043868922	10.6478804511278	5.51624752376987	6.22094647355951e-08	2.98752134690368e-07	7.63951394756026	1.23746043868922	"UP"
"POU2AF1"	-1.28216334566596	6.12836040100251	-5.50631395242046	6.55603941736169e-08	3.13699609156333e-07	7.58902585338148	1.28216334566596	"Down"
"OGN"	-1.47866315539112	3.34703558897243	-5.50514324295573	6.59666903802237e-08	3.15467208734724e-07	7.5830807801303	1.47866315539112	"Down"
"C2CD4A"	-1.16426743657505	4.55198671679198	-5.50433097530466	6.62500264843292e-08	3.16733636959456e-07	7.57895657622016	1.16426743657505	"Down"
"CYP1A2"	-1.25301528012685	1.55196842105263	-5.50278276447782	6.67933559809011e-08	3.19063710530381e-07	7.57109714410753	1.25301528012685	"Down"
"SPINK7"	1.13063044926004	1.46621904761905	5.4925495568095	7.0495127466552e-08	3.34690438646361e-07	7.5191963884426	1.13063044926004	"UP"
"HAND2"	-1.12108255285412	4.46075463659148	-5.48965234143698	7.15789032679233e-08	3.3917693055432e-07	7.50451736432518	1.12108255285412	"Down"
"FAM83C"	1.48018830866808	6.54296040100251	5.48930395744883	7.17103109896952e-08	3.39705505341935e-07	7.50275269083444	1.48018830866808	"UP"
"GPR37"	-1.19389438160677	4.10555338345865	-5.48892761349927	7.18525285208796e-08	3.40284981416989e-07	7.50084649948688	1.19389438160677	"Down"
"C11orf86"	1.1971536205074	1.58834937343358	5.48513766801397	7.33000911550729e-08	3.46852381548735e-07	7.48165658931953	1.1971536205074	"UP"
"NBLA00301"	-1.05819628964059	2.7865350877193	-5.47964955462397	7.54466324278137e-08	3.56418142587733e-07	7.45388840247962	1.05819628964059	"Down"
"GTSF1"	-1.64761817124736	3.1761992481203	-5.47625894212254	7.68031948896363e-08	3.62226482432346e-07	7.43674486913603	1.64761817124736	"Down"
"STK32A"	1.20551583509514	3.08084711779449	5.47101980834658	7.89460830803452e-08	3.7182040120385e-07	7.41027282015433	1.20551583509514	"UP"
"WT1"	-1.14458722515856	2.33209022556391	-5.46665339525014	8.07763174493252e-08	3.79812997880197e-07	7.38822705496428	1.14458722515856	"Down"
"ANO5"	1.08683476215645	3.96701228070175	5.46048154546066	8.34338344748694e-08	3.9187786175923e-07	7.35709156311275	1.08683476215645	"UP"
"COL11A1"	-1.70038575052854	6.55750401002506	-5.45231775409473	8.70799078570251e-08	4.07325377030974e-07	7.31595368701154	1.70038575052854	"Down"
"CD3E"	-1.00761857293869	6.92726741854637	-5.44738486368335	8.93575694519511e-08	4.17180835983918e-07	7.2911222023156	1.00761857293869	"Down"
"S100A2"	1.60516847251586	11.7464135338346	5.44699954527566	8.95379000947955e-08	4.17908681861275e-07	7.28918337757377	1.60516847251586	"UP"
"CLDN3"	-1.60126259513742	6.44880626566416	-5.44209661521959	9.18636004959342e-08	4.27829771326831e-07	7.26452338325716	1.60126259513742	"Down"
"MS4A1"	-1.42045580866807	3.60986090225564	-5.43506162835191	9.53034672914927e-08	4.42284620588246e-07	7.22917330538797	1.42045580866807	"Down"
"CPLX2"	1.02636902219873	1.61488496240602	5.43383796738499	9.59144383204906e-08	4.4441935478474e-07	7.22302855715734	1.02636902219873	"UP"
"LOC283392"	1.62457449788583	4.37447343358396	5.42991539165138	9.78987340254631e-08	4.52365138908582e-07	7.20333894593038	1.62457449788583	"UP"
"LYPD3"	1.00230443446089	11.3700596491228	5.42861419549506	9.85657311756931e-08	4.55324168914773e-07	7.19681021728712	1.00230443446089	"UP"
"KIAA0408"	-1.0426519397463	1.58545889724311	-5.42619062122501	9.98198526852867e-08	4.60436326366814e-07	7.1846535707208	1.0426519397463	"Down"
"KRT9"	-1.02788123678647	2.86191152882206	-5.42483325580873	1.00529004193561e-07	4.630180790886e-07	7.17784707061931	1.02788123678647	"Down"
"FUT3"	1.22567710887949	8.36947769423559	5.4241739418133	1.00875224615474e-07	4.64362645929037e-07	7.1745414744023	1.22567710887949	"UP"
"CD8A"	-1.03070191860465	6.40738521303258	-5.42088058314615	1.02622059400086e-07	4.7189595378975e-07	7.15803477907178	1.03070191860465	"Down"
"WNT11"	-1.21677893234672	4.74184160401003	-5.40568629928378	1.11069184090793e-07	5.08279685141014e-07	7.08199121733392	1.21677893234672	"Down"
"HLA-DQB1"	-1.09737323995772	9.79612807017544	-5.4046070109737	1.11694245239288e-07	5.108667804982e-07	7.07659665474711	1.09737323995772	"Down"
"GPR39"	1.08312228858352	7.06904937343358	5.40337012350799	1.12414780712047e-07	5.13750264189226e-07	7.07041551361692	1.08312228858352	"UP"
"EMR1"	-1.14236367336152	3.42998045112782	-5.40136476791282	1.13592583093163e-07	5.18855734684016e-07	7.06039667380504	1.14236367336152	"Down"
"LTF"	-1.69323494714588	5.11804436090226	-5.40059770107377	1.14046265165001e-07	5.20788951391488e-07	7.05656522459086	1.69323494714588	"Down"
"KRT86"	-1.0507245243129	4.40834235588972	-5.40036100251777	1.14186615631882e-07	5.21290698425132e-07	7.05538302543328	1.0507245243129	"Down"
"TFF3"	1.65036269556025	4.4941	5.38415962198031	1.24202513401796e-07	5.63257739727234e-07	6.97457099094167	1.65036269556025	"UP"
"HR"	1.01758612579281	8.20609172932331	5.38405792747912	1.24267999642032e-07	5.6340535432722e-07	6.97406440379634	1.01758612579281	"UP"
"DEGS2"	1.3462520243129	7.04170701754386	5.37774398161572	1.28400204447898e-07	5.8029429254577e-07	6.94262792058364	1.3462520243129	"UP"
"KCNK3"	-1.17122792811839	4.23025137844612	-5.37446712599444	1.30597047487127e-07	5.88822639513653e-07	6.92632535875235	1.17122792811839	"Down"
"JPH2"	-1.12817766384777	6.51729899749373	-5.36742099258612	1.35445174443339e-07	6.09157490849806e-07	6.89129949371798	1.12817766384777	"Down"
"GOLGA7B"	1.02403643234673	5.46625238095238	5.36314408387879	1.3847267274138e-07	6.21709590528623e-07	6.87005863740869	1.02403643234673	"UP"
"SLC16A9"	1.17759936575053	5.32205363408521	5.36153800762218	1.39626451372376e-07	6.2656088068622e-07	6.86208599544805	1.17759936575053	"UP"
"PHYHD1"	-1.15631458245243	5.46785739348371	-5.35669296315319	1.43163883309877e-07	6.40753895316262e-07	6.83804746800548	1.15631458245243	"Down"
"DIRAS1"	-1.20627048625793	4.07380350877193	-5.35598920391758	1.43684890397034e-07	6.42917534693087e-07	6.83455735351752	1.20627048625793	"Down"
"C2"	-1.0445378858351	9.27812305764411	-5.34997078620623	1.48216268734404e-07	6.61290425918286e-07	6.80472674982226	1.0445378858351	"Down"
"HUNK"	-1.06689019556025	5.20461604010025	-5.34926023377671	1.48760326013522e-07	6.63371777056126e-07	6.80120677481148	1.06689019556025	"Down"
"PRSS3"	-1.49750511099366	5.86384937343358	-5.34426225209175	1.52642343251161e-07	6.79753293639578e-07	6.77645892260425	1.49750511099366	"Down"
"ATP10B"	1.37591423361522	5.9565335839599	5.34415059570324	1.52730181919055e-07	6.79834111867645e-07	6.77590627693531	1.37591423361522	"UP"
"SYT12"	-1.1642214640592	5.74860526315789	-5.33801787239448	1.57630810341029e-07	6.989198138138e-07	6.74556758576297	1.1642214640592	"Down"
"MDGA1"	-1.05350880549683	6.20997192982456	-5.31630651400714	1.76237274780829e-07	7.73598876674588e-07	6.63840365829872	1.05350880549683	"Down"
"LASS1"	-1.11076864693446	3.4079969924812	-5.31035389933252	1.81700151951753e-07	7.95944378818615e-07	6.60908859569278	1.11076864693446	"Down"
"CACNG4"	-1.61142937103593	5.65278796992481	-5.30847925895467	1.83454327282634e-07	8.03011699717693e-07	6.59986238158452	1.61142937103593	"Down"
"RGMA"	-1.28009729915432	5.42385914786967	-5.30369942090545	1.88001701052972e-07	8.21235214048043e-07	6.57635075855018	1.28009729915432	"Down"
"LRFN2"	1.10111761099366	3.35899824561404	5.30332649869122	1.88361049744833e-07	8.21965335952835e-07	6.57451715806747	1.10111761099366	"UP"
"SNURF"	1.04764502114165	4.24651629072682	5.28746081667692	2.04282112945075e-07	8.86466216143695e-07	6.49661172037954	1.04764502114165	"UP"
"BMP3"	1.66802752642706	7.20977744360902	5.28188496305625	2.10181547848992e-07	9.08838614131662e-07	6.46928066970311	1.66802752642706	"UP"
"G0S2"	-1.0221137526427	7.28209724310777	-5.28161541376122	2.10470888319011e-07	9.09400104972215e-07	6.467960059913	1.0221137526427	"Down"
"APBA2"	-1.16543912262157	6.65465689223058	-5.27158135528095	2.21520886600372e-07	9.53292147468165e-07	6.41884159830301	1.16543912262157	"Down"
"PCDH9"	-1.03572732558139	2.67705789473684	-5.2597510963328	2.35272673993606e-07	1.00740284388852e-06	6.3610347086341	1.03572732558139	"Down"
"SMOC1"	-1.25071739957717	3.9317709273183	-5.25679734410512	2.38833279071549e-07	1.02162592443059e-06	6.34661923291564	1.25071739957717	"Down"
"FST"	-1.06447249471459	7.04448796992481	-5.25285213644141	2.43670634444425e-07	1.0407565225484e-06	6.32737604971745	1.06447249471459	"Down"
"PLA2G16"	-1.04113745243129	8.78438771929825	-5.250397465063	2.46728193528761e-07	1.05250186496334e-06	6.31540946324625	1.04113745243129	"Down"
"ADAM23"	-1.0514683615222	4.53566365914787	-5.24717558623117	2.50797899389466e-07	1.06853022838262e-06	6.2997101063642	1.0514683615222	"Down"
"DDIT4L"	-1.03832493128964	3.24959197994987	-5.24699374298637	2.51029524242522e-07	1.06871858607605e-06	6.29882428268371	1.03832493128964	"Down"
"C9orf152"	1.18531504756871	4.21977969924812	5.24663010247146	2.51493337665132e-07	1.07042673155007e-06	6.29705293940648	1.18531504756871	"UP"
"4-Mar"	-1.06476794926004	2.84849724310777	-5.24560294646315	2.52807939511223e-07	1.07548684737105e-06	6.29205009739831	1.06476794926004	"Down"
"HSPB6"	-1.26920373150105	7.03191629072682	-5.23525790936779	2.66424958269971e-07	1.13032374408882e-06	6.24171133951592	1.26920373150105	"Down"
"SIGLEC15"	1.11913901162791	4.11260827067669	5.23434234744442	2.676637824797e-07	1.13473523249015e-06	6.23726039948825	1.11913901162791	"UP"
"HRNBP3"	-1.06221468816068	2.55008320802005	-5.23218385938022	2.70606521632439e-07	1.14664234804174e-06	6.22676974421046	1.06221468816068	"Down"
"C20orf151"	1.04357493657505	7.38128897243108	5.2313660649116	2.71729620722365e-07	1.15083111960306e-06	6.22279609456583	1.04357493657505	"UP"
"PLA2G2F"	1.84756454016913	8.23711954887218	5.22202272688795	2.84886134390664e-07	1.20268070456237e-06	6.17743537548465	1.84756454016913	"UP"
"NRG4"	1.00142217230444	4.19252756892231	5.22095013440584	2.864354064581e-07	1.20862458383628e-06	6.17223259581503	1.00142217230444	"UP"
"CYP2J2"	1.04096729386892	8.33312080200501	5.21787260631659	2.90926112569042e-07	1.22636325322968e-06	6.15730972832516	1.04096729386892	"UP"
"CDSN"	-1.18249164904863	4.71198245614035	-5.2155503128164	2.94359886511631e-07	1.23931090786807e-06	6.14605405379832	1.18249164904863	"Down"
"NKG7"	-1.06356807082452	6.0146954887218	-5.2118030000063	2.99983703785951e-07	1.26143589895833e-06	6.12790081664873	1.06356807082452	"Down"
"GOLT1A"	1.17965940803382	7.17539573934837	5.21046581603149	3.02015595037035e-07	1.2690441583649e-06	6.12142580368858	1.17965940803382	"UP"
"MFSD6L"	1.197308794926	4.13063558897243	5.19510872177434	3.26328698904846e-07	1.3638355053668e-06	6.04716641566348	1.197308794926	"UP"
"FCER2"	-1.03036106236786	1.81110952380952	-5.18496485362967	3.43417277435107e-07	1.43140739468931e-06	5.99822053257905	1.03036106236786	"Down"
"SFRP1"	-1.4591850845666	5.9437679197995	-5.17426461606853	3.62382088018902e-07	1.50349454223898e-06	5.94668060029757	1.4591850845666	"Down"
"VTCN1"	-1.5865075	6.52879598997494	-5.17248333089372	3.65636154405619e-07	1.5162598926697e-06	5.93810969704713	1.5865075	"Down"
"ZNF737"	1.12646680232558	8.1426305764411	5.17065395427823	3.69007532108974e-07	1.52875825726716e-06	5.9293100786156	1.12646680232558	"UP"
"TEKT5"	1.07490274841438	3.15134862155388	5.15826249890816	3.92649738068443e-07	1.61925419946933e-06	5.86977665279001	1.07490274841438	"UP"
"NEURL"	-1.01437440274841	4.5747701754386	-5.14962589647947	4.09988675317998e-07	1.68547615476801e-06	5.82835687419593	1.01437440274841	"Down"
"MYLK4"	1.03698679175475	5.14478170426065	5.14226972922325	4.25339778666407e-07	1.7431390162596e-06	5.79312573831263	1.03698679175475	"UP"
"CDH19"	-1.01100681289641	1.80687042606516	-5.13122081659451	4.49447734143527e-07	1.83578150435988e-06	5.74029163154652	1.01100681289641	"Down"
"ZFP57"	-1.12920606236787	1.95030927318296	-5.12836730653358	4.55885737031758e-07	1.85764207185928e-06	5.72666277430188	1.12920606236787	"Down"
"DBC1"	1.23035099365751	2.11631353383459	5.12429686068009	4.65224101066815e-07	1.89253828129582e-06	5.70723311064948	1.23035099365751	"UP"
"HOXC13"	1.21457782769556	5.33543609022556	5.12179022957146	4.71066636208561e-07	1.91448464694313e-06	5.69527480485796	1.21457782769556	"UP"
"PLEKHG4B"	-1.45786029069767	4.83304210526316	-5.11825483901132	4.79427929656111e-07	1.94523106373279e-06	5.67841734114441	1.45786029069767	"Down"
"SNTG1"	1.06647799682875	1.43925388471178	5.09972675293534	5.25651180985483e-07	2.11720958369147e-06	5.59023848034233	1.06647799682875	"UP"
"C9orf125"	1.0552952167019	6.25938972431078	5.09335558663189	5.42520539355625e-07	2.18156002496881e-06	5.55998161677035	1.0552952167019	"UP"
"C14orf73"	-1.02113558668076	4.24141027568922	-5.09126395284814	5.48172061300222e-07	2.2022149555194e-06	5.55005561819456	1.02113558668076	"Down"
"SULT4A1"	1.42662649048626	2.34337719298246	5.08352602246934	5.69579121212816e-07	2.28018264625941e-06	5.51336581068577	1.42662649048626	"UP"
"SERPINB5"	1.15282299154333	10.0791238095238	5.08179142885796	5.74487720646252e-07	2.29660830786978e-06	5.50514786287802	1.15282299154333	"UP"
"DUOX2"	1.38367165961946	8.40846365914787	5.05518228792786	6.55117834160259e-07	2.5952861674723e-06	5.37939102321266	1.38367165961946	"UP"
"LOC284379"	-1.91847547040169	4.37937669172932	-5.04771867131298	6.79632991735324e-07	2.6868544480541e-06	5.34422159185472	1.91847547040169	"Down"
"AKR1C2"	1.50389526427061	10.2000922305764	5.03029970695724	7.40348833770116e-07	2.906013572848e-06	5.26231921304396	1.50389526427061	"UP"
"PI16"	-1.19833312896406	3.13026390977444	-5.02475814059993	7.60741190124035e-07	2.97853943654423e-06	5.23631551236398	1.19833312896406	"Down"
"BAALC"	1.24865489429176	5.0241	5.01387588583969	8.02378699514327e-07	3.13224327564858e-06	5.18532416703838	1.24865489429176	"UP"
"BLK"	-1.02961177061311	2.45808897243108	-5.00511666324556	8.37485408031081e-07	3.25665501017951e-06	5.14435152222629	1.02961177061311	"Down"
"FAM3D"	1.60876467230444	5.45868395989975	4.99242506193571	8.90999395071132e-07	3.44439223775973e-06	5.08509658226649	1.60876467230444	"UP"
"SPRR2D"	-1.58791448731501	3.87609448621554	-4.96623690418482	1.01206339792228e-06	3.87127828373403e-06	4.96324797297455	1.58791448731501	"Down"
"C15orf2"	1.01726936575053	1.5032030075188	4.96610789495796	1.0126974147197e-06	3.87283746393812e-06	4.96264911719905	1.01726936575053	"UP"
"LMOD1"	-1.03046837737844	8.0934365914787	-4.9586816574863	1.04984767555998e-06	4.0050611815631e-06	4.92819997021233	1.03046837737844	"Down"
"UGT1A10"	2.19067539640592	7.02394285714286	4.94167237524367	1.13996541584057e-06	4.32473905597e-06	4.84946822815198	2.19067539640592	"UP"
"ABO"	1.19763632135306	4.67572957393484	4.9321329734277	1.19373032791774e-06	4.51668900450361e-06	4.80541738154194	1.19763632135306	"UP"
"GNLY"	-1.13272424947146	5.70641704260652	-4.93133137305937	1.19835811483232e-06	4.5311922883116e-06	4.80171919680737	1.13272424947146	"Down"
"CDO1"	-1.04847664376321	2.94148796992481	-4.93044517747981	1.20349444948764e-06	4.54860354848777e-06	4.79763135069578	1.04847664376321	"Down"
"GZMA"	-1.02775214059197	5.7365365914787	-4.90355884835961	1.36983505645128e-06	5.11959765690531e-06	4.67391912411055	1.02775214059197	"Down"
"NTNG1"	-1.00004439217759	2.92291002506266	-4.9018005276443	1.38145419524658e-06	5.15851461774458e-06	4.66584941881977	1.00004439217759	"Down"
"C8orf79"	1.03080809725159	3.61572506265664	4.90019860568378	1.39212261062457e-06	5.19608321565437e-06	4.65849972774116	1.03080809725159	"UP"
"CYP4X1"	1.03482491014799	5.48399649122807	4.89682769596518	1.41483241841336e-06	5.27060604451887e-06	4.64304079105633	1.03482491014799	"UP"
"ALOX12P2"	1.13324630549683	4.85278195488722	4.89682339443891	1.4148616249521e-06	5.27060604451887e-06	4.64302107034845	1.13324630549683	"UP"
"CYP2C9"	1.18400697145877	1.87799473684211	4.89586344647604	1.42139406419093e-06	5.29148353907508e-06	4.63862049232642	1.18400697145877	"UP"
"TNNI2"	1.44399341437631	6.75679147869674	4.88930357558046	1.46681950046017e-06	5.4487327632729e-06	4.60856930089097	1.44399341437631	"UP"
"SGCA"	-1.11333093551797	4.0150969924812	-4.87906585004426	1.54052500246199e-06	5.70888663174064e-06	4.56174098941335	1.11333093551797	"Down"
