"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"FAM92A1"	-0.248737573995776	6.83104862155388	-2.17123534924693	0.0304992319042999	0.0480714881558053	-4.58806227845944
"USP53"	0.18164144820296	8.94952957393484	2.17085788386556	0.0305279705638569	0.0481123516183284	-4.58886632798424
"LOC153684"	0.187317774841443	4.65926115288221	2.17059516528645	0.0305479866510577	0.0481394619671113	-4.58942587157521
"LRP11"	0.180976781183929	10.924420802005	2.16986361196624	0.0306037820954881	0.048222945516343	-4.59098360086094
"SDF2L1"	-0.157277383720926	9.24161754385965	-2.16952477884737	0.0306296545920245	0.0482592678871854	-4.59170491965885
"RPL27"	0.147882093023263	13.4234626566416	2.16884093348415	0.0306819288387584	0.048337177630853	-4.59316037652103
"ARPC1B"	-0.161812156448208	12.0546799498747	-2.16873091898712	0.0306903457015832	0.0483459852261978	-4.59339448316199
"RAB40B"	0.161720406976741	8.23295187969925	2.16858860483464	0.0307012366617057	0.0483571118327601	-4.59369730502951
"GPR126"	0.330040079281176	9.48420325814536	2.16856474710373	0.0307030627625165	0.0483571118327601	-4.59374806858461
"TNFSF10"	-0.326614899577171	10.8499909774436	-2.16802644524437	0.0307442899587841	0.0484175864513866	-4.5948933014326
"ZNF664"	0.140303081395352	11.2812769423559	2.16795277745267	0.0307499357009974	0.0484220197092204	-4.59505000746365
"LOC729176"	0.149526294926001	4.94546691729323	2.16784427650502	0.0307582526090583	0.0484306580569359	-4.59528080106892
"KIAA1467"	0.219145475687107	8.41213709273183	2.16772142155198	0.0307676721330197	0.0484410307876149	-4.59554211362509
"COL4A3BP"	0.125195771670189	9.41154360902256	2.16738947838758	0.0307931352839397	0.0484766585833861	-4.59624808459657
"CARM1"	-0.0867041860465285	10.682892481203	-2.16704337634856	0.0308197038906844	0.0485140199460797	-4.5969840559803
"ADAT1"	-0.184311326638471	7.40041954887218	-2.16679709446885	0.0308386218069298	0.0485393324097664	-4.59750769410523
"MEIS2"	0.206384186046516	7.90560476190476	2.16543135029041	0.0309437119039389	0.0487002609098149	-4.60041044896736
"CDC27"	-0.105502859408039	10.3050253132832	-2.16524128858076	0.0309583610380946	0.0487188338470695	-4.60081426474586
"C20orf152"	-0.186866072938689	1.16599122807018	-2.16510654163856	0.0309687503688287	0.048730700377995	-4.60110053469282
"FCN3"	-0.272654408033826	4.50680501253133	-2.16487818127034	0.0309863643914682	0.0487539320530221	-4.60158564667929
"ATOX1"	-0.142981273784349	9.71313934837093	-2.16403516334489	0.031051463300181	0.048849016961579	-4.60337605923838
"LOC100133469"	-0.487999519027484	1.08539323308271	-2.16402164060974	0.0310525085022922	0.048849016961579	-4.60340477345103
"MRPS15"	0.115733863636356	10.6168157894737	2.16385122905221	0.0310656825863503	0.048865247477895	-4.60376661079708
"DCAF17"	0.132637669133191	8.26527844611529	2.16297153624757	0.0311337660077014	0.0489678375623152	-4.60563403270925
"RIMBP3"	-0.277578905919666	4.27064160401003	-2.16204732193493	0.0312054335654442	0.0490760454693838	-4.60759516647932
"LOC219347"	-0.289154360465118	5.59189598997494	-2.16183452612048	0.0312219547794627	0.0490975141071419	-4.60804659197181
"HMGCL"	0.123294556025375	10.0265100250627	2.16169092570075	0.0312331080021869	0.0491104639307771	-4.60835120168181
"PARK7"	0.0957024312896468	11.9719350877193	2.16162369835546	0.0312383306254031	0.0491104639307771	-4.60849379964115
"DKC1"	-0.120743456659623	10.9824032581454	-2.16161762284999	0.0312388026441474	0.0491104639307771	-4.60850668636652
"TUBBP5"	0.534263261099363	4.98862932330827	2.16150623862711	0.0312474574064263	0.0491195558164241	-4.60874293663473
"MTHFD2L"	0.133613345665963	7.39666817042607	2.16098974701755	0.0312876167655579	0.0491781652477841	-4.60983828001751
"UCHL5"	-0.154713224101474	8.78729047619048	-2.16025153405684	0.0313450930412607	0.0492614672741176	-4.61140339241946
"SH3GLB2"	0.208897330866812	11.3640253132832	2.16023509675567	0.031346373861731	0.0492614672741176	-4.61143823580064
"L2HGDH"	-0.155527663847781	7.66802355889724	-2.15986091577075	0.031375542828224	0.0493027774774572	-4.61223134527603
"RNF182"	-0.43605698731501	3.7495343358396	-2.15956382894288	0.0313987186268714	0.0493346634363243	-4.61286095133936
"TMEM220"	-0.276880200845666	4.53095739348371	-2.15951389606093	0.031402615346927	0.0493362544199608	-4.61296676410261
"FLJ42289"	-0.244298102536999	3.48793383458647	-2.15891213011186	0.0314496094138355	0.0494055485933575	-4.614241778295
"EPHA6"	-0.342130787526427	1.50860626566416	-2.15863860874194	0.0314709896901426	0.0494345959264995	-4.61482119722653
"RBAK"	0.126056072938686	8.76187644110276	2.15696019356952	0.0316024601501319	0.0496365515864618	-4.61837512815268
"LOC728190"	0.139863731501062	7.40541027568922	2.15685401783037	0.0316107927855352	0.0496450809208011	-4.61859985730576
"TAZ"	0.133655438689219	9.07875187969925	2.1564346486454	0.0316437232252315	0.0496922362517957	-4.61948737894448
"LOC202181"	-0.294613435517971	4.02561528822055	-2.15628958296792	0.0316551211978297	0.0497055721690908	-4.61979434587123
"C6orf203"	0.164290850951369	7.89416666666667	2.15524980093025	0.0317369215275465	0.0498294428315934	-4.62199399117895
"CXCL14"	0.548719164904862	8.48798972431078	2.15486224742363	0.0317674571236077	0.0498728085128885	-4.6228135904173
"RNASE4"	-0.265937743128962	7.83504511278195	-2.15470406888313	0.0317799273793479	0.049887807447107	-4.62314806546051
"PGF"	0.326300771670194	8.21083984962406	2.15453611917293	0.0317931725718925	0.0499040200050278	-4.6235031757909
"HLA-J"	0.298115893234671	3.34364686716792	2.15425793319948	0.0318151218932676	0.0499338907336669	-4.62409130852297
"IL15"	-0.296084799154331	5.70558746867168	-2.15412938923943	0.0318252686231722	0.0499452334924756	-4.62436304738168
"CGB5"	-0.425997156448203	2.77308847117794	-2.15383895273177	0.0318482047381229	0.0499766434501725	-4.62497696488782
"LOC100132707"	0.164380042283302	5.51281704260652	2.1535582254173	0.0318703876246854	0.0500068657776434	-4.62557028248456
"CDK2AP2"	0.135107922832979	10.6876177944862	2.15350315934264	0.0318747404689297	0.050009108544576	-4.6256866558519
"MGAT5"	-0.306058197674425	6.26488972431078	-2.15313824391031	0.0319035991097783	0.0500497951551602	-4.62645777296219
"CSNK2A1P"	-0.203349397462997	8.44594786967419	-2.15257089310303	0.031948511616427	0.0501156570115178	-4.62765641066548
"SUPT5H"	-0.0861200898520078	11.8083052631579	-2.15234393193853	0.0319664934974634	0.0501392662541361	-4.62813582336214
"CNOT3"	0.0892522621564478	10.6748634085213	2.15126566761507	0.0320520421917881	0.0502688396197604	-4.63041277893945
"NFX1"	-0.108890761099369	9.61519348370927	-2.15105925312838	0.0320684414071241	0.0502899485432954	-4.63084853438495
"TRAF7"	0.0901155602536967	11.2689172932331	2.15079301172509	0.0320896044099692	0.0503185235160815	-4.63141052831852
"B3GNT7"	0.342960998942917	7.18024887218045	2.15058980784904	0.0321057647678085	0.0503392495067033	-4.63183941416836
"C19orf29"	0.09352677061311	9.36560175438597	2.15037164307332	0.0321231227259046	0.0503618492667331	-4.63229983270032
"NPFF"	0.238032573995772	3.6835007518797	2.14953463685273	0.0321897928101495	0.0504617481497817	-4.63406584100831
"FRAT2"	0.160978086680762	8.67995914786967	2.14919829451533	0.0322166170015269	0.0504991707530577	-4.63477530408281
"PSMB1"	0.106158023255817	11.6526152882206	2.14888535295407	0.0322415921833002	0.0505336884632154	-4.63543530936484
"KIF20A"	-0.22248029598309	9.44622531328321	-2.1488389201787	0.0322452992999488	0.0505348685135065	-4.63553322979899
"PNMA2"	-0.362125301268504	4.07899373433584	-2.14866381833516	0.0322592824422379	0.0505521514709528	-4.63590247727337
"CAPRIN2"	0.182912869978855	8.48130977443609	2.14859436869532	0.0322648299400603	0.0505562133328452	-4.63604892163877
"AACSL"	-0.361089640591966	1.36416992481203	-2.14835045363298	0.032284319887293	0.0505821190686971	-4.63656321432195
"C6orf222"	0.407490227272727	2.2747328320802	2.1481858331242	0.032297479553361	0.0505981028702073	-4.63691028292009
"POLR3K"	0.112610364693444	8.61577418546366	2.14776566186929	0.0323310887109565	0.0506461175356796	-4.63779601008221
"NMRAL1"	0.156810073995773	9.8233671679198	2.14745247307249	0.0323561599897046	0.0506807501862364	-4.63845610654003
"PPP1R14D"	-0.516601247357291	3.25737418546366	-2.14734255122859	0.0323649633771555	0.0506898977778449	-4.63868776245197
"FAM45B"	-0.1908790063425	6.75195463659148	-2.14709390899792	0.0323848841604638	0.050716454128801	-4.63921172331533
"OR2A4"	0.293204571881604	3.9685030075188	2.14687203955702	0.0324026688555401	0.0507384031363539	-4.63967921614251
"SPAG1"	-0.211692468287529	8.21787543859649	-2.14684506222535	0.03240483188733	0.0507384031363539	-4.63973605585374
"AVL9"	-0.138361051797036	8.36368145363408	-2.14679989603686	0.0324084535724282	0.0507394295085078	-4.63983121689472
"BZW2"	0.122160058139535	11.186519047619	2.14619807305913	0.0324567444321672	0.0508103843924822	-4.64109901635254
"WEE1"	0.170958657505286	9.97381979949875	2.14578911190858	0.0324895951680233	0.0508571572972371	-4.64196033515883
"PFDN6"	0.13458104651162	9.81829022556391	2.14505529196765	0.0325486126003622	0.0509448775864027	-4.64350544153971
"USP25"	-0.13342556553911	9.21585538847118	-2.14498168080017	0.0325545378582512	0.0509494898996564	-4.64366040621995
"LOC100268168"	-0.19155053911205	2.4093045112782	-2.14422996772662	0.0326150993640916	0.0510353963851279	-4.64524259928936
"PKP3"	0.250365369978864	11.1952952380952	2.14422629647335	0.032615395374852	0.0510353963851279	-4.64525032515196
"RIMS2"	0.464109904862583	4.11359423558897	2.14418283470521	0.0326188998444286	0.0510362115374368	-4.64534178602893
"C14orf4"	0.137162975687113	10.4795987468672	2.1439880852627	0.0326346071269446	0.0510561175702866	-4.64575159420746
"SPRR2C"	-0.446408958773784	1.07984661654135	-2.14388244667441	0.0326431300001854	0.0510647811415794	-4.64597387260641
"S100A8"	-0.817898372093028	9.73299548872181	-2.1436797126372	0.0326594918497755	0.0510857047898921	-4.64640042346497
"CD300LG"	-0.289950015856236	1.28076015037594	-2.14339772073537	0.032682262005504	0.0511166475145059	-4.64699366672128
"ANKMY2"	0.123239862579283	8.70839899749373	2.14331507458317	0.0326889380652194	0.0511221298437137	-4.64716751993248
"PVT1"	0.223916860465122	7.01834887218045	2.14328033892115	0.0326917443213132	0.0511221298437137	-4.64724058739717
"RBM9"	-0.110073842494712	10.7752934837093	-2.14289023056715	0.032723274972997	0.0511667588380335	-4.6480611120764
"DDX41"	0.0871400105708275	10.6287263157895	2.14259832212959	0.032746885674518	0.0511989970156572	-4.64867499494745
"DOCK3"	-0.425454709302323	6.29912807017544	-2.14239034940874	0.032763716256397	0.0512206297095529	-4.64911231132068
"SLC25A30"	-0.144977383720927	7.63631303258145	-2.14225101019952	0.0327749967016681	0.0512335825257	-4.64940528479935
"C12orf41"	0.0937032716701918	9.13591503759399	2.14173916796907	0.032816462426142	0.0512937140224401	-4.65048132025247
"CLDND1"	-0.125604471458761	10.3102378446115	-2.14102123661056	0.0328746999557258	0.0513800472766236	-4.65199018929783
"FEM1B"	0.119660977801274	10.4543390977444	2.14041478054707	0.0329239639533185	0.0514523412557524	-4.65326438669601
"FUT11"	-0.173272241014797	7.02638395989975	-2.14032123522708	0.0329315685265366	0.051459524181505	-4.65346089913466
"AHSA1"	0.0965084725158558	11.3034528822055	2.14013769144721	0.0329464937243722	0.0514781441038647	-4.65384644866656
"COLEC11"	-0.346722510570824	4.48805413533835	-2.13942747292932	0.0330043012138956	0.0515637571070324	-4.65533801948595
"ZNF202"	0.129092114164912	8.01255162907268	2.13901661105401	0.0330377826582692	0.0516113525253291	-4.65620067328909
"C4orf29"	0.138820147991548	6.28973909774436	2.13833755793157	0.033093183182835	0.0516931779312916	-4.65762607186293
"LEKR1"	0.193142716701904	3.97805914786967	2.13797685490946	0.0331226435696539	0.0517344723249178	-4.65838304274137
"PCDH1"	0.23923766384778	10.5568654135338	2.13772385560526	0.0331433207062116	0.0517620418150694	-4.6589139122795
"DLGAP1"	-0.468434926004228	2.24380551378446	-2.13767376618379	0.033147415731044	0.0517637112922438	-4.65901900784915
"DRAM2"	0.0891033298097295	9.84596090225564	2.1367979616297	0.0332190867764516	0.0518683199526685	-4.66085619614366
"PRKD1"	0.322502050739954	6.66537493734336	2.13678110803821	0.0332204672864162	0.0518683199526685	-4.66089154295902
"NAP1L1"	-0.108496559196617	12.4959754385965	-2.13641417687196	0.0332505355393096	0.0519105285146874	-4.6616610353207
"GALM"	-0.210200206131073	9.17614160401003	-2.13572651760671	0.033306948882456	0.0519938554100467	-4.66310277965517
"DEAF1"	0.141006913319242	9.10764285714286	2.13453819952702	0.0334046284278648	0.0521415798783698	-4.66559313455558
"GPHN"	0.188876775898528	7.91990250626566	2.1344568077354	0.0334113278119791	0.0521472786087331	-4.66576365754077
"B4GALT5"	-0.175757404862583	11.0833411027569	-2.13415172073402	0.0334364498885429	0.0521817271958229	-4.66640278517503
"RFWD2"	0.10475618921776	10.2805002506266	2.13359396924012	0.0334824192986853	0.0522455720151402	-4.66757098955298
"SEL1L"	-0.109827521141655	10.7139192982456	-2.13358125121746	0.0334834681399499	0.0522455720151402	-4.66759762383184
"ZNF644"	-0.1122847885835	9.48433784461153	-2.13177837659298	0.0336324349542493	0.0524732244005279	-4.67137166157182
"BOK"	0.202877436575047	9.69014085213033	2.13135080737379	0.0336678472329552	0.0525236839732724	-4.67226625381513
"PNPLA2"	0.16970431289641	10.9541230576441	2.13101401031709	0.0336957640820361	0.0525624421290635	-4.67297080227557
"DOC2A"	-0.405775343551793	3.1131686716792	-2.13073989192691	0.0337185002103784	0.0525931124827877	-4.6735441524017
"FTCD"	-0.358429381606765	1.67929273182957	-2.13056033413036	0.033733400361826	0.0526115560347734	-4.67391967909937
"MRPL45"	-0.111601104651161	9.70759749373434	-2.12943798297836	0.0338266639778448	0.0527471131362025	-4.6762662603753
"FAM177A1"	-0.105059159619444	9.47067368421053	-2.12942857526435	0.0338274466616573	0.0527471131362025	-4.67628592466039
"SYN1"	-0.319334022198735	4.41380100250627	-2.12940308653589	0.0338295672990341	0.0527471131362025	-4.67633920153612
"ZNF778"	0.124324741014803	5.77285639097744	2.12746737962639	0.0339909499411538	0.0529939108360715	-4.68038342043165
"MED12"	0.117474656448195	10.0574458646617	2.12725002178393	0.034009112561582	0.0530173953776015	-4.68083731565094
"EPB41"	-0.174367542283298	10.2462937343358	-2.12681364268247	0.0340456019421278	0.0530647584611263	-4.68174844284107
"LOC100129637"	0.177380512684993	7.92235588972431	2.12679754511119	0.0340469486396282	0.0530647584611263	-4.68178204988133
"IMPAD1"	-0.112780893234662	11.0080255639098	-2.12677540478224	0.0340488009393968	0.0530647584611263	-4.68182827203336
"GMCL1"	-0.206511955602532	7.92859448621554	-2.12671960384269	0.0340534697300111	0.0530671998908235	-4.68194476503224
"C11orf74"	-0.163587811839317	7.08740902255639	-2.12632368820977	0.0340866112431507	0.0531129159904355	-4.68277121369115
"SH3BP5L"	0.0988995613107857	9.80922957393484	2.12629497544152	0.0340890158224595	0.0531129159904355	-4.68283114391618
"TCEANC"	-0.122480655391121	4.68361553884712	-2.12621801666413	0.0340954615295587	0.0531181206670884	-4.6829917708812
"WDR41"	0.135938134249466	8.92677293233083	2.12580000659216	0.034130490364997	0.0531678506678479	-4.68386413466203
"ANXA8L1"	-0.302028932346724	1.23748496240602	-2.12486944070815	0.0342085817638149	0.0532846475734673	-4.68580557184548
"SLC4A7"	-0.185704730443986	8.75849724310777	-2.1245464645508	0.0342357211432723	0.0533183506083495	-4.68647920191754
"PRKAR1B"	-0.210988715644812	8.04393233082707	-2.12453775937057	0.0342364528868298	0.0533183506083495	-4.68649735689161
"YLPM1"	-0.0999347832981012	10.2984974937343	-2.12343935895323	0.0343288903813638	0.0534574418628683	-4.68878752798012
"ARFGEF1"	0.121730983086682	10.7631817042607	2.123167941539	0.0343517648665855	0.0534881931374305	-4.68935325643973
"IGHMBP2"	-0.12054061310781	8.99894110275689	-2.1230999310511	0.0343574986943917	0.0534922519947451	-4.68949500291694
"LOC649330"	0.139064767441862	3.67392456140351	2.12226663325887	0.0344278190284885	0.053596857690328	-4.69123138977957
"MKRN2"	-0.117329936575056	9.49356390977444	-2.12207579069273	0.0344439412107266	0.0536170769269897	-4.69162896478934
"HNF4G"	0.486470993657509	3.96857368421053	2.1218263049592	0.0344650272711288	0.0536450187898025	-4.69214865615255
"HORMAD1"	-0.600486220930235	2.75207243107769	-2.12173990012343	0.0344723326240756	0.0536515077670309	-4.69232862785659
"NFATC4"	-0.265089154334042	8.68717167919799	-2.12089945069887	0.034543460212885	0.0537573171762746	-4.69407881715524
"INPP5D"	0.323591522198718	8.99704837092732	2.12070369796864	0.0345600449055096	0.0537782341629807	-4.69448636402543
"PLD4"	-0.393361664904862	3.97748796992481	-2.12053608374333	0.0345742510543912	0.0537954464741147	-4.69483529878582
"C19orf12"	-0.116905486257938	9.06104160401003	-2.12040513658684	0.0345853529682246	0.0538037863091398	-4.69510788227411
"AGAP2"	0.302833800211419	7.28661929824561	2.12039866538126	0.0345859016868526	0.0538037863091398	-4.69512135250105
"CALHM3"	0.482696881606765	2.68694937343358	2.1203268598349	0.034591990858678	0.0538083655204643	-4.69527081762601
"TSC22D3"	-0.218041030655389	10.6587270676692	-2.1202520050965	0.0345983395831383	0.0538133476003968	-4.69542662445622
"EIF2S3"	-0.0923201797040178	12.1222270676692	-2.12017329185908	0.0346050166396366	0.0538188394070028	-4.6955904567812
"GLMN"	-0.120160554968284	7.49157343358396	-2.12008306123505	0.0346126720477228	0.0538258516407587	-4.69577825387394
"SLC35E1"	-0.0920862896406032	10.5159581453634	-2.11963366319467	0.0346508218111817	0.0538802797838445	-4.69671347011918
"SORT1"	-0.18404162790698	10.637492481203	-2.11943793595341	0.0346674485212591	0.0539012338124576	-4.69712072615859
"MDH1"	-0.0875007610993563	11.4622919799499	-2.11886083499376	0.0347165121272481	0.0539726126009912	-4.69832130488268
"RPL38"	0.152486442917549	12.8649784461153	2.11882277856352	0.034719749675975	0.0539727406358804	-4.69840046478785
"APAF1"	0.118402933403813	8.89675463659148	2.11763703896352	0.0348207530359979	0.0541215311926407	-4.70086618563793
"LOC285768"	-0.251206252642705	1.19957518796992	-2.11762485839158	0.0348217919037883	0.0541215311926407	-4.70089150788188
"ODF3B"	-0.292357938689218	7.0576343358396	-2.11728301721717	0.0348509580041807	0.0541619412755079	-4.70160210490922
"MYLPF"	0.31239264270613	2.05524536340852	2.11705605440088	0.0348703341758595	0.0541871308514037	-4.70207383838202
"CDC20B"	-0.239847949260042	1.01130802005013	-2.11659179566274	0.0349099974338424	0.0542438383234906	-4.70303862828619
"SLC2A11"	0.208040517970399	6.69678947368421	2.11573623792347	0.0349831920309023	0.0543526324142248	-4.70481604638875
"ARL9"	-0.367582024312901	3.03454736842105	-2.11505801964113	0.0350413083106088	0.0544379820144649	-4.70622454318252
"ANAPC13"	0.0971514693446007	9.98756215538847	2.11484020265856	0.0350599905120604	0.0544620593624505	-4.70667680317288
"CD8B"	-0.421733847780127	4.96392556390977	-2.11441575387998	0.0350964200804118	0.0545136985286047	-4.70755796817761
"ERVFRDE1"	-0.299241178646934	1.4738305764411	-2.11413652217277	0.0351204036482277	0.0545459982573618	-4.70813756504305
"VWCE"	0.331755977801271	4.17330025062657	2.11364506166006	0.0351626499278955	0.0546066536238384	-4.70915750011716
"RPS13"	0.144271760042274	12.7001571428571	2.11358757961537	0.0351675939663573	0.0546093738551659	-4.70927677828718
"ZBTB9"	0.115110639534878	8.16399674185464	2.1117429660786	0.0353265659432479	0.0548512514318961	-4.71310276129871
"SCFD2"	0.10811449260042	8.32153032581454	2.11138616235377	0.0353573868491231	0.0548930616317446	-4.71384244445153
"ZNF467"	-0.265601041226214	6.11755664160401	-2.11133885141186	0.0353614753237965	0.0548930616317446	-4.71394051470664
"ARF6"	-0.100705449260026	11.9545255639098	-2.1112943275347	0.0353653233182543	0.0548930616317446	-4.7140328057278
"TXNDC11"	-0.0942614534883752	10.1209080200501	-2.11128268614545	0.0353663294892703	0.0548930616317446	-4.71405693618987
"PCGF1"	0.0982868128964096	8.27291604010025	2.11035170605456	0.0354468739840117	0.0550130853175925	-4.71598626572607
"PER3"	-0.252926368921782	8.11877819548872	-2.10969689174579	0.0355036198379443	0.0550961553976118	-4.71734278082934
"MBD3"	-0.114909624735725	11.2036263157895	-2.10884245035154	0.0355777822395187	0.055202155896601	-4.71911222493356
"TFAP2A"	0.338262077167025	9.22478370927318	2.10883556929671	0.0355783800280619	0.055202155896601	-4.7191264719154
"FBXW11"	0.101885169133187	9.50395187969925	2.10863846891238	0.0355955066872459	0.0552208818192545	-4.71953454202418
"OVCA2"	0.123463498942913	9.4147298245614	2.10862237552581	0.0355969054028364	0.0552208818192545	-4.71956785959181
"DLEU1"	0.194001358350947	6.27880977443609	2.10708141214306	0.0357310524752833	0.0554239557165575	-4.722756909664
"LOC284023"	0.148908636363636	6.60890125313283	2.10679986554223	0.0357556089464143	0.0554567027153564	-4.72333932884676
"TEP1"	0.153455216701911	9.07057593984962	2.10676503464492	0.0357586478984205	0.0554567027153564	-4.72341137622106
"STX4"	0.0989013107822423	10.0582353383459	2.10665724171717	0.0357680540969407	0.0554662617516333	-4.72363433746961
"LOC145837"	-0.211518282241016	1.10190526315789	-2.10659222756038	0.0357737283694313	0.055470032404595	-4.72376880877953
"ARHGEF11"	0.116389170190281	10.3159526315789	2.10648744237465	0.0357828753794659	0.0554791866438089	-4.72398553151453
"PLCD4"	-0.179614249471463	5.42884812030075	-2.10644146756834	0.035786889288739	0.0554803813823789	-4.72408061592015
"TCP11L2"	0.222999270613107	6.10373634085213	2.10630725613507	0.0357986090530478	0.0554922331229322	-4.72435817838632
"LEPR"	0.233903377378432	6.93458621553885	2.10627962680208	0.0358010221410429	0.0554922331229322	-4.72441531642227
"ARHGAP19"	-0.142882410147994	8.21999047619048	-2.10548848514588	0.0358701778957692	0.0555943882472618	-4.72605110286992
"ETS2"	0.213159418604654	11.9413834586466	2.10536397360335	0.0358810721818059	0.0556062348923692	-4.7263084916583
"MYO1D"	-0.158568287526434	11.0476468671679	-2.10507922627705	0.0359059971339996	0.0556398212677051	-4.72689706201782
"CES1"	-0.756779016913316	6.41863383458647	-2.10473629485283	0.0359360348186558	0.0556813235152107	-4.72760579508622
"GABARAPL3"	-0.141956802325581	1.11202882205514	-2.10341430814086	0.0360520302186079	0.0558559939244186	-4.73033687559294
"TTC35"	-0.107092272727275	9.47886290726817	-2.10310328469629	0.0360793669362817	0.0558932848045676	-4.73097917229421
"SNAP29"	-0.0914900052854009	9.8302313283208	-2.10259607186499	0.0361239853363346	0.0559573388719858	-4.73202642181972
"SSH1"	-0.126879038054968	9.98293308270677	-2.10195904970623	0.036180089658583	0.056038025761339	-4.73334134054191
"SLC30A5"	0.1071695243129	9.6196686716792	2.10193027530306	0.036182625659651	0.056038025761339	-4.73340072645408
"C21orf90"	0.406413858350952	1.39167719298246	2.10187281399744	0.0361876904051349	0.0560407959505919	-4.73351931531132
"KRTAP1-5"	0.263173467230444	1.09799448621554	2.10152041415628	0.0362187648465859	0.0560838409944509	-4.73424653007198
"TCF7L2"	0.143701976744183	8.95042656641604	2.10135018047454	0.0362337841436306	0.0561020195113094	-4.73459778276271
"GALK2"	0.121499212473562	8.56906516290727	2.10115789795203	0.0362507551637714	0.0561232163844215	-4.73499449659315
"RASAL1"	-0.488103372093024	5.89728095238095	-2.10104378338872	0.0362608302281451	0.0561337341070272	-4.73522991891292
"ST8SIA5"	0.264741194503171	1.59113558897243	2.10092743172038	0.0362711052707979	0.0561445594753659	-4.73546994358315
"OR2A7"	0.24535445560254	7.22019724310777	2.10037364184475	0.036320044731992	0.0562152266725892	-4.73661219191761
"TRIM67"	-0.218423810782241	1.52615162907268	-2.09982732646508	0.0363683789974999	0.0562849444613438	-4.73773873476325
"RAD54L2"	-0.250714952431294	6.32728070175439	-2.09935536096929	0.0364101795813666	0.0563435979181257	-4.73871173186888
"SLC40A1"	-0.27760995771669	9.56884110275689	-2.09929155743715	0.0364158336230512	0.0563435979181257	-4.73884325187565
"AGPS"	-0.114925771670189	9.83962205513784	-2.09928788415011	0.0364161591595228	0.0563435979181257	-4.73885082360609
"N4BP1"	0.107311543340385	10.2885644110276	2.09919837413922	0.0364240925442622	0.0563507757133174	-4.73903532619192
"SFRS2"	0.08440267970402	12.094019047619	2.09914010135752	0.0364292581285796	0.0563536706047642	-4.73915543687753
"MAPK14"	-0.0966548995771657	10.3163897243108	-2.09905097946115	0.0364371595412643	0.0563607967368539	-4.73933912683023
"RAB32"	-0.210617367864687	8.25658671679198	-2.09880928136477	0.0364585955081937	0.0563888548610453	-4.73983725458477
"DRD1"	0.485962156448202	3.37615238095238	2.09867342625234	0.0364706490994193	0.0564023979291806	-4.74011722058443
"TMEM233"	-0.218944719873151	2.0010298245614	-2.09830681560538	0.0365031932251029	0.0564476245985003	-4.74087263197464
"KIAA1543"	0.310744487315002	9.4089045112782	2.09791109305371	0.0365383494934578	0.0564968820785582	-4.74168788439154
"PSME2"	0.171296347780119	11.5560904761905	2.09742173490286	0.036581864456355	0.0565590539940717	-4.74269583329512
"CDK19"	0.119823292811839	8.87954461152882	2.09733203214287	0.0365898458570851	0.0565662813584543	-4.74288057241173
"PCDHA7"	0.419173683932347	2.6904962406015	2.09711729053394	0.0366089587754207	0.056590714694772	-4.74332279246147
"LOC645332"	0.177985295983089	6.21031629072682	2.09566663697657	0.0367382969005697	0.0567855161092568	-4.74630898111716
"HEATR5B"	0.13308620507399	9.33537719298246	2.09528592964522	0.0367723048541544	0.0568329460458226	-4.74709233714714
"SENP1"	-0.109223911205078	8.83486616541353	-2.0945849463171	0.0368349929370026	0.0569246895998162	-4.74853433955308
"ERCC2"	0.110258097251577	9.10468220551378	2.09356610646979	0.0369262694250669	0.0570605930248594	-4.75062936746213
"RSPH1"	0.324337975687103	4.10642481203007	2.09329976319907	0.0369501626132993	0.0570923567575736	-4.75117688147901
"EHHADH"	-0.189064735729382	8.21982681704261	-2.09322103399445	0.0369572278023106	0.0570981158585915	-4.75133870973863
"C3orf17"	0.0871056395348901	9.69076140350877	2.09283281425154	0.0369920836793356	0.0571468060524442	-4.75213661023002
"C9orf85"	0.127449846723049	7.41950751879699	2.09276574645004	0.036998108132712	0.0571503014475283	-4.75227443871378
"CNIH2"	-0.300394571881603	4.82155588972431	-2.09273324178869	0.0370010282083115	0.0571503014475283	-4.75234123625048
"ZNF510"	-0.127250343551805	7.32623684210526	-2.09262269941111	0.0370109603227315	0.0571604809751394	-4.75256839479848
"KRCC1"	0.188794466173359	8.98491528822055	2.09255170290155	0.0370173404848681	0.0571651734525733	-4.75271428255773
"VPS29"	0.0889328435517971	10.5012187969925	2.09162066551615	0.0371010959905733	0.0572842550738429	-4.75462698428861
"TULP1"	0.216623165961946	2.50641353383459	2.09162007217108	0.0371011494190989	0.0572842550738429	-4.75462820297752
"GJB1"	-0.468793329809726	2.42505087719298	-2.09157176642134	0.0371054993935278	0.0572858007784916	-4.75472741844689
"MTMR4"	0.13169596194504	10.1337012531328	2.09147421936844	0.0371142849185844	0.0572941934678552	-4.75492776409117
"UGT8"	-0.547169994714586	3.3600328320802	-2.09032027118205	0.0372183496415997	0.0574496561062267	-4.75729709073941
"AFF4"	0.129938488372096	10.5998328320802	2.09026687251859	0.0372231712403804	0.0574519143948341	-4.75740669977152
"SEZ6L"	-0.372963567653277	1.18318345864662	-2.09016039434779	0.0372327872132122	0.0574615714605925	-4.75762525454193
"CXorf38"	0.126468863636363	7.53412055137845	2.08965159480603	0.0372787658717247	0.0575273404602366	-4.75866945501788
