"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"TIMP2"	-1.6294003435518	11.5298235588972	-10.1673820154577	9.3024556918479e-22	1.40821068198894e-19	38.6860371880347
"TMBIM4"	0.570326109936568	9.99661754385965	10.163929284911	9.56823841029633e-22	1.43573935303973e-19	38.6584001342474
"UNC5A"	-1.3812964217759	2.17231578947368	-10.1403576883505	1.15955629570651e-21	1.71247130883742e-19	38.4698704768276
"TNC"	-2.1712884513742	10.0568789473684	-10.1401765326564	1.16126898062166e-21	1.71247130883742e-19	38.4684225566279
"RASGEF1B"	-1.498688102537	5.66937293233083	-10.1370916195883	1.19082305726186e-21	1.74104437756594e-19	38.4437681522719
"SLC7A7"	-1.60871755285412	7.17711177944862	-10.1211917175505	1.35541034394962e-21	1.96488553759341e-19	38.316767166148
"C1orf53"	0.886621532769558	5.47942355889724	10.114943794069	1.42610062938885e-21	2.04998969464922e-19	38.2668937546834
"C9orf30"	-0.689646405919664	8.33292781954887	-10.1109745812801	1.47289842998379e-21	2.09152126369669e-19	38.2352193330393
"MGST2"	0.855722045454549	10.3561691729323	10.1104292324254	1.47944623469718e-21	2.09152126369669e-19	38.2308680067935
"TCF7L1"	-1.29970668604652	7.65734912280702	-10.1082922827617	1.50538353442147e-21	2.11074514260767e-19	38.2138186652852
"KLHL3"	1.24263565010571	6.64070952380952	10.1022713699879	1.5809161807567e-21	2.19863025918895e-19	38.1657931073847
"NFIB"	-1.28860909090909	9.11437218045113	-10.1003894889828	1.6052875807313e-21	2.21049081828593e-19	38.150785821317
"CTNNAL1"	-1.17025864164905	8.49655388471178	-10.0996254017552	1.61528909321724e-21	2.21049081828593e-19	38.1446929863575
"FMNL3"	-0.788156368921772	9.00754962406015	-10.0955766039175	1.66932749394959e-21	2.26631080250013e-19	38.112412389716
"PALM2-AKAP2"	-1.2357071141649	8.83288245614035	-10.0808409440657	1.88159871579232e-21	2.53438012853098e-19	37.9949911665058
"CAMK2A"	-1.54911825052854	2.4460679197995	-10.0769868892163	1.94140605104646e-21	2.59450718040631e-19	37.964296810279
"MED22"	-0.630749534883725	9.37904411027569	-10.0743827823186	1.98288142339778e-21	2.6293929944684e-19	37.9435611814321
"ATP8B2"	-1.30061914376322	7.96609398496241	-10.0653469962456	2.13373433845954e-21	2.80766612259145e-19	37.8716368271724
"FAM26E"	-1.45691171247357	5.4886679197995	-10.0588887482396	2.24848585750363e-21	2.93607626553107e-19	37.8202529356532
"LILRB4"	-2.20729283826639	6.51638395989975	-10.0441759381848	2.53329599530641e-21	3.28292131028118e-19	37.7032660632509
"C1orf38"	-1.43385190803382	8.05677769423559	-10.0415168478543	2.58846596681346e-21	3.3291954006249e-19	37.6821335076521
"GAS1"	-2.3781860359408	6.51308045112782	-10.0207695019394	3.06193997875012e-21	3.90877203555966e-19	37.5173624855169
"ST3GAL6"	-1.45430825052854	4.86818696741855	-10.0141384177781	3.23068926914762e-21	4.09364226948438e-19	37.4647425422079
"LOC284837"	1.97311755813954	7.60912606516291	10.0019154888881	3.56629556704104e-21	4.485665586015e-19	37.3678037152177
"AIG1"	0.871523128964068	9.64583709273183	9.99726070758486	3.70301173558969e-21	4.62362910576622e-19	37.3309056551262
"ARL4C"	-1.18134793868922	9.85334185463659	-9.97958745180546	4.2711603890645e-21	5.29438185618387e-19	37.1909045523285
"SLC16A1"	-2.07494997885835	8.97165839598997	-9.97381495393826	4.47486221956692e-21	5.50697792287135e-19	37.1452089718657
"LPA"	2.07500785940803	1.86173533834586	9.97267009714843	4.51639392035709e-21	5.51838817154488e-19	37.1361480664017
"MFI2"	-2.28860710359408	6.58546040100251	-9.96911577990004	4.64778674042211e-21	5.63865531784828e-19	37.1080215818678
"ZNF469"	-1.65629423361522	6.94871754385965	-9.96085795844742	4.96788702210798e-21	5.98455460564642e-19	37.0426978698639
"LOXL3"	-1.13784406448203	6.0315656641604	-9.9525406817168	5.31240690761406e-21	6.35482745186336e-19	36.9769365899795
"PNMA1"	-1.08710332980972	9.0243701754386	-9.9482542055189	5.49911957952868e-21	6.53249580051511e-19	36.9430580384225
"TMEM158"	-1.6521165539112	7.3332030075188	-9.9453939507664	5.62731718315093e-21	6.63868191275722e-19	36.9204566223135
"MN1"	-1.68060233615222	5.86792581453634	-9.94411771092625	5.68547172321043e-21	6.65019441826782e-19	36.910373173595
"ADAMTS12"	-2.15962849894292	4.90152080200501	-9.94347836860632	5.71482859514422e-21	6.65019441826782e-19	36.9053220828701
"IL2RA"	-1.98749158562368	5.11470476190476	-9.9347080588373	6.1330594479937e-21	7.0886564133365e-19	36.8360523730662
"FAM20C"	-1.8211369820296	8.46261578947368	-9.93379916640456	6.17810235526048e-21	7.0927932140326e-19	36.8288758512614
"HDAC9"	-1.69022975687104	5.57629523809524	-9.92954891828765	6.39313313738165e-21	7.29072902987003e-19	36.7953215579775
"TWIST1"	-2.0067930179704	6.09657468671679	-9.9186823792403	6.97727214264347e-21	7.90418657430855e-19	36.7095730747243
"SLC31A2"	-1.13279177061311	8.42546616541353	-9.91731534879503	7.05441283571054e-21	7.93508244535727e-19	36.6987897555081
"PHF19"	-1.00328282241015	9.11862205513784	-9.91642331224068	7.10520576034767e-21	7.93508244535727e-19	36.6917537335919
"RAB3IL1"	-1.51164354651162	6.80325162907268	-9.91575133445745	7.14370803568935e-21	7.93508244535727e-19	36.6864536972089
"NRP2"	-1.64178592494714	8.64824185463659	-9.90867321608261	7.56205767836345e-21	8.34558442877969e-19	36.6306401478302
"HDAC10"	0.660296865750535	9.48090877192982	9.89878843175227	8.18727924903885e-21	8.97766659192684e-19	36.5527351651417
"SMAD3"	0.997643604651159	11.1231761904762	9.89452722309679	8.47238572046843e-21	9.23112293849255e-19	36.5191657377438
"TRIOBP"	0.633622616279082	11.0577388471178	9.8775125377445	9.71241988962834e-21	1.04753931921951e-18	36.3852124541665
"AKAP12"	-1.74663515327696	8.8973	-9.87699194425392	9.7530747283163e-21	1.04753931921951e-18	36.3811161176883
"ANKRD29"	-1.81727338794926	3.59319022556391	-9.87641789983066	9.79809956010302e-21	1.04753931921951e-18	36.3765993489226
"ITGAX"	-1.60801626849894	7.37047443609023	-9.87526479188234	9.88916727454948e-21	1.05070866707108e-18	36.3675267986108
"LOC284233"	2.51025933932347	3.63241729323308	9.86983979579666	1.0329012451189e-20	1.09066720364221e-18	36.3248520027247
"RASSF4"	-1.28963478858351	8.50159649122807	-9.84997456124925	1.21118667131907e-20	1.27107725150822e-18	36.1687066308316
"C1R"	-1.48989900105708	11.7195989974937	-9.84676165322382	1.24276127529e-20	1.2962606326287e-18	36.1434703185284
"TUBG2"	0.984885623678654	8.48999373433584	9.83995433402663	1.31238413137208e-20	1.36058442128793e-18	36.0900175996759
"PTK6"	1.55084343023256	9.87489197994987	9.82543150817054	1.47412203438242e-20	1.51905611567143e-18	35.9760558078272
"SFRP2"	-3.93887321353066	8.44417894736842	-9.82292294593703	1.50399778383637e-20	1.54056204133562e-18	35.9563812663395
"HS3ST3B1"	-1.33755891649049	2.21591453634085	-9.81660976404285	1.58187030167802e-20	1.61068293931573e-18	35.9068807696498
"DOCK4"	-1.11536397991544	7.01768070175439	-9.81195444486475	1.64184428441021e-20	1.66185729758113e-18	35.870391660924
"SNAI1"	-1.3293120243129	6.02712807017544	-9.80905966520016	1.68026969716385e-20	1.68476910343775e-18	35.8477072396291
"VEGFA"	1.07615423890064	11.8628205513784	9.80876891049188	1.68417816373117e-20	1.68476910343775e-18	35.8454290175517
"BEND6"	-1.47803927589852	5.49955588972431	-9.79876745196653	1.8242583814402e-20	1.81008646506565e-18	35.7670871460923
"TFF1"	3.53076628964059	4.09574536340852	9.79804922157589	1.83475177555439e-20	1.81008646506565e-18	35.7614630879794
"P2RX7"	-1.4378709513742	3.53983909774436	-9.79761013546413	1.84119633416008e-20	1.81008646506565e-18	35.7580249753317
"MTHFD2"	-1.06266650105708	10.1417781954887	-9.79315793024262	1.9078244353813e-20	1.86487113095043e-18	35.7231688159657
"TRIM2"	1.10546712473572	9.13807919799499	9.78889263964717	1.97389779963707e-20	1.9181879165801e-18	35.6897850597778
"RAB42"	-1.21050174947146	4.29313333333333	-9.78773943961432	1.99214865513217e-20	1.9181879165801e-18	35.6807606676131
"CCR1"	-1.50805329809725	6.61733809523809	-9.78749680834402	1.99600987461276e-20	1.9181879165801e-18	35.6788620338219
"ANK2"	-2.07731283298097	5.19260827067669	-9.77897068781075	2.1365140161624e-20	2.04174350617173e-18	35.6121618205959
"TPM1"	-1.10175474101479	11.5809601503759	-9.77202093091505	2.25826738498268e-20	2.14610677152854e-18	35.5578198139015
"SH3BP1"	0.907634756871037	10.6983032581454	9.77053151248844	2.28524333747186e-20	2.15974433871788e-18	35.5461767228285
"IL24"	-2.12497030655391	3.79121278195489	-9.76409480621354	2.40554821754443e-20	2.26095097853379e-18	35.4958721307012
"PXDN"	-1.51188658033827	9.84584661654135	-9.75126501922117	2.66440453898862e-20	2.49056306251035e-18	35.3956643634397
"PLA2G4C"	-1.39443446088795	5.42780100250627	-9.72753991215007	3.21801482958118e-20	2.99170443884868e-18	35.2105707019715
"FN1"	-2.16214213002114	14.0813315789474	-9.72521740496665	3.27798991656922e-20	3.02031431746343e-18	35.1924663014867
"PIP4K2A"	-0.705382441860472	8.91740927318296	-9.7249830948675	3.2841018534327e-20	3.02031431746343e-18	35.1906399554893
"HK3"	-1.97038858879493	5.59118295739348	-9.71335845577214	3.60195651905651e-20	3.29492343395618e-18	35.1000648409512
"SNX14"	0.504347283298097	10.0919360902256	9.70536080515372	3.83817928535098e-20	3.49233483272414e-18	35.0377886063947
"SDS"	-1.71347343023256	6.22544035087719	-9.70021348945093	3.99827818183214e-20	3.61875907822331e-18	34.9977240923464
"PRPF4"	-0.518542864693451	9.61108270676692	-9.69925754144084	4.02873274035414e-20	3.62713169771042e-18	34.990284839879
"CORO1C"	-0.815789513742081	10.9732664160401	-9.69429347748321	4.19061729929689e-20	3.75312562941218e-18	34.9516614126723
"MPP1"	-1.47579619978857	7.45639473684211	-9.69168033743375	4.27841146281552e-20	3.79261782636968e-18	34.9313344898885
"C1orf126"	1.64966797040169	7.24815714285714	9.69166136415243	4.2790555389299e-20	3.79261782636968e-18	34.9311869141103
"DZIP1L"	-1.36073684460888	5.99526842105263	-9.68385845110358	4.55226003083545e-20	4.01396701481811e-18	34.8705102896677
"FAM101A"	-2.21150595137421	4.18127268170426	-9.68310544990838	4.57952336968658e-20	4.01729880830045e-18	34.8646564327172
"CCR8"	-1.26070053911205	2.21357794486216	-9.68049613301215	4.67525626153993e-20	4.08035375560725e-18	34.8443736853951
"FXYD6"	-1.83556734672304	7.63407518796993	-9.6773976593598	4.79151745795026e-20	4.16059378861407e-18	34.8202930017729
"DGKA"	0.928277410147988	10.4766969924812	9.67552240637668	4.8632695061617e-20	4.19113149054641e-18	34.8057212408707
"LTBP1"	-1.0962334883721	10.6341436090226	-9.67520063903134	4.87568786752447e-20	4.19113149054641e-18	34.803221104358
"CAV1"	-1.5139445243129	10.7345899749373	-9.66807349474762	5.1589653470382e-20	4.41246306132177e-18	34.7478562555135
"CERCAM"	-1.34391967230443	10.4254984962406	-9.66190627474944	5.41722846516432e-20	4.59545217160571e-18	34.6999685901665
"LOC283267"	-0.736861421775892	7.62417268170426	-9.66168703781118	5.426641755316e-20	4.59545217160571e-18	34.6982665911297
"MT2A"	-1.84053605179704	10.851420802005	-9.65695867946671	5.63365735949246e-20	4.74725826559005e-18	34.6615648012751
"KIAA1462"	-1.18245233086681	8.73735037593985	-9.6516652391074	5.87471971084598e-20	4.92612526341821e-18	34.6204899891595
"C1S"	-1.88234292811839	11.5259030075188	-9.63423548809347	6.74312344007337e-20	5.62672534467781e-18	34.4853411508153
"PADI2"	-1.57262330866808	6.23907293233083	-9.63202030427822	6.86224058721354e-20	5.6983246351881e-18	34.4681756361455
"HEXIM1"	0.57701352008457	10.826928320802	9.63137607411329	6.8972729736649e-20	5.69974644867206e-18	34.4631839396711
"FCGR2A"	-1.6519856448203	8.86192105263158	-9.62611918550008	7.18984626220955e-20	5.91295721929599e-18	34.4224596604351
"MICAL2"	-1.04610382135306	10.1706458646617	-9.62537518833315	7.23223616362137e-20	5.91858079259752e-18	34.4166971464252
"PDLIM3"	-1.98284688160677	8.23551303258145	-9.6247316759429	7.26910076229075e-20	5.91858079259752e-18	34.411713144359
"IGF2BP3"	-2.62261825581395	6.31698446115288	-9.62375530882896	7.32538973643298e-20	5.91858079259752e-18	34.4041515778436
"ANXA6"	-1.41493114693447	10.0720323308271	-9.62358794183621	7.33508200649289e-20	5.91858079259752e-18	34.4028554362712
"PIGB"	0.47963938689219	7.94557268170426	9.61839445776315	7.64224356785196e-20	6.13286941760639e-18	34.3626424451511
"DENND1A"	-0.604870000000002	9.03357192982456	-9.6178964292203	7.67236089891131e-20	6.13286941760639e-18	34.3587869328959
"LILRB3"	-1.61599695031713	5.43803684210526	-9.61709257451175	7.72122107659789e-20	6.14321896447831e-18	34.352564113862
"MMP9"	-2.6286887896406	8.38896365914787	-9.60674809936757	8.3782204561107e-20	6.63508514454767e-18	34.2725140401903
"GNB4"	-1.33646480972516	8.61296215538847	-9.58833046130055	9.68810896345071e-20	7.63708718565842e-18	34.1301228755669
"SPON2"	-1.44527590380549	9.43120877192982	-9.57273645970356	1.09546079112776e-19	8.59584967570248e-18	34.0096949372861
"OLFML2B"	-1.63421531183932	8.54037844611529	-9.56667993173371	1.14896334421224e-19	8.97450546397011e-18	33.9629550825082
