ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GOBP_INTERLEUKIN_1_PRODUCTION,GOBP_INTERLEUKIN_1_PRODUCTION,95,-0.624331481,-1.95109636,2.43E-08,1.23E-06,9.11E-07,1814,"tags=44%, list=12%, signal=39%",3670/4023/113277/11027/9971/409/3458/149628/199713/140885/7128/54/2149/4210/1236/7124/64127/54209/2621/64581/945/4332/114548/10333/7305/7850/5027/301/84868/6348/6288/1958/1903/3586/51311/3479/353514/6363/115362/8877/11006/3569
GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION,GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION,94,-0.621822364,-1.941915342,2.47E-08,1.24E-06,9.16E-07,2039,"tags=47%, list=14%, signal=41%",5588/8744/3572/11151/7535/23308/64926/10673/916/3113/3552/729230/4254/50943/923/3115/940/6504/3109/10148/54440/942/7412/3594/199/6352/5788/7292/26191/301/84868/970/941/79679/3071/29126/3553/30835/3479/6363/10288/3559/80380/3569
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,71,-0.664727717,-2.007210975,3.08E-08,1.49E-06,1.11E-06,1326,"tags=39%, list=9%, signal=36%",6556/6036/6278/5919/84659/10578/6372/2919/64127/1511/6039/10417/5646/2627/5266/6700/2921/4057/6373/5650/2920/4069/6357/4283/3627/25818/10563/6374
GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,194,-0.541507865,-1.781893261,3.10E-08,1.49E-06,1.11E-06,2921,"tags=40%, list=20%, signal=32%",3135/257101/2175/972/652/100/25/3601/22806/3718/441478/5105/7480/3549/814/639/8744/9308/51176/7535/246778/56253/6935/3111/30009/914/3123/3458/10875/259307/939/729230/50943/8651/3122/84695/3561/10125/339390/940/146850/2621/54440/864/942/114548/3594/6688/399/115352/1840/1960/558/150372/5788/7292/9760/8876/301/6422/3662/941/56833/1493/695/3071/3902/3586/1378/2736/6363/10288/3575/3624/56603/3559/11006
GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,16,-0.886527795,-2.057367612,3.19E-08,1.52E-06,1.13E-06,1198,"tags=75%, list=8%, signal=69%",2208/4049/1236/7124/64127/54209/5788/2213/1378/3553/5650/25818
GOBP_NEUROINFLAMMATORY_RESPONSE,GOBP_NEUROINFLAMMATORY_RESPONSE,63,-0.672822764,-2.000911933,4.05E-08,1.91E-06,1.42E-06,1427,"tags=49%, list=10%, signal=45%",135/4317/6376/131450/6622/4501/6608/120892/4345/3458/23208/26228/7133/7124/54209/26471/199/7305/8530/5788/6348/3689/712/3684/728/3553/3479/8877/3569/4314/4318
GOBP_OSSIFICATION,GOBP_OSSIFICATION,360,-0.473762151,-1.597021804,4.22E-08,1.98E-06,1.46E-06,3010,"tags=38%, list=21%, signal=31%",55790/55151/4665/4208/1901/222663/4322/50846/6781/10234/652/2824/596/654/90993/1956/5251/338773/7071/55589/8642/8313/57419/6261/8482/656/5179/7480/3549/202151/525/2735/56172/7424/6096/6320/3381/7473/2303/10143/3572/64131/3488/22943/3570/29887/9241/2662/51176/4325/9365/285313/1435/353500/1280/50964/649/875/9770/6696/25937/1021/5167/6664/6608/6662/10272/10979/2247/9902/255743/8646/1305/1893/860/6546/9464/147111/8200/7124/4256/166929/8519/63923/50617/79412/7481/5552/64093/144165/1462/340419/23601/6615/6474/54829/5027/4015/6422/1009/22801/117581/1513/4921/6348/1291/1230/116039/91461/1290/91851/1959/658/1278/4330/4057/1301/1277/2736/3479/3082/374/56975/2201/7291/7130/1311/115908/81792/3371/3569/5764/4920/25884/26585/6423
GOBP_REGULATION_OF_CHEMOTAXIS,GOBP_REGULATION_OF_CHEMOTAXIS,196,-0.540208309,-1.778263319,4.55E-08,2.11E-06,1.56E-06,2971,"tags=42%, list=20%, signal=34%",4681/22914/1901/972/1843/64805/8829/80031/23604/2155/2841/1235/8482/727/7852/7424/54437/7473/4067/56670/3570/83700/1435/2246/5156/64094/4739/6480/2247/6278/729230/223117/5919/26228/1906/10344/1236/7857/146433/64127/54209/7057/91584/6504/2621/1233/2152/199/5159/1436/6688/6351/10371/6352/1240/2260/1880/6387/2358/4354/6348/1230/56833/6354/7060/11240/3071/6347/719/728/7941/6363/347733/3627/9353/7130/10563/3569/5764/6366/1803/26585
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY,GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY,123,-0.579573158,-1.850261285,4.68E-08,2.15E-06,1.59E-06,3493,"tags=53%, list=24%, signal=41%",6891/3107/3593/3592/5873/3106/3821/22914/3135/80329/5817/3805/3823/913/3822/912/7409/57823/201294/909/127544/171389/8807/911/11151/910/259197/154064/56253/54210/3004/409/914/3123/4818/26228/3122/10666/3824/6372/10125/4277/4068/114836/10859/146850/1776/1511/5551/3594/7305/6688/5788/5272/5027/2213/84868/2209/3071/3902/3684/3002/3383/2214/3575
GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS,GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS,64,-0.676027924,-2.010851691,5.65E-08,2.53E-06,1.87E-06,1489,"tags=48%, list=10%, signal=44%",2219/5795/6556/11031/3458/140885/717/5199/26228/10326/7124/3561/64127/54209/3560/2621/5806/64581/720/5788/5322/2213/2358/146722/2207/695/2209/3071/6347/1794/3553
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,107,-0.605920038,-1.915421663,5.81E-08,2.53E-06,1.88E-06,1977,"tags=42%, list=14%, signal=37%",58494/124976/4067/11151/1435/4478/4345/4739/6693/6278/729230/1893/5919/1236/7124/146433/7057/6504/2621/6364/9466/199/1436/6688/6351/3676/6352/1240/6387/3690/2358/6348/1230/56833/6354/11240/6347/719/728/7941/3627/9353/10563/6366/26585
GOBP_REGULATION_OF_CELL_KILLING,GOBP_REGULATION_OF_CELL_KILLING,102,-0.60532256,-1.902198655,6.53E-08,2.82E-06,2.09E-06,2961,"tags=58%, list=20%, signal=46%",6891/3107/3593/3592/3106/3821/22914/3135/80329/5817/3805/3823/913/3822/912/1604/1379/7409/909/8807/911/910/259197/154064/56253/409/3123/3458/2208/26228/3122/10666/3824/7042/6372/10125/4277/114836/10859/146850/1776/64581/5551/3594/7305/6688/5788/5272/5027/2213/84868/3589/3071/3902/3684/3586/1378/3383/3575
GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS,GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS,128,-0.576524121,-1.840589181,7.27E-08,3.08E-06,2.28E-06,1415,"tags=33%, list=10%, signal=30%",64094/4739/2247/6278/729230/5919/1906/10344/1236/7857/146433/54209/7057/6504/2621/1233/2152/199/5159/1436/6688/6351/6352/1240/2260/6387/2358/6348/1230/6354/7060/3071/719/728/7941/6363/3627/9353/10563/3569/5764/6366
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,111,-0.595128241,-1.884545463,8.33E-08,3.50E-06,2.59E-06,3233,"tags=53%, list=22%, signal=42%",2/3821/54542/5553/114770/722/53833/3135/335/3805/3958/1604/3718/5169/1379/79987/710/2294/284/30009/409/11314/725/10875/259307/729230/54/50943/84695/7043/7124/3824/7042/339390/64127/10859/6504/3598/6688/115352/558/5788/7292/5272/2213/301/84868/56833/8832/933/3162/3071/3586/1378/11326/3575/1380/7291/11006
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,326,-0.47619273,-1.599090797,1.07E-07,4.40E-06,3.26E-06,2824,"tags=28%, list=19%, signal=23%",5817/197358/3805/5063/84166/3823/10622/3822/912/64135/710/9865/7409/54941/171389/8807/1813/9258/58484/89870/23547/4067/259197/2534/56253/2099/11027/9971/2219/409/7096/2867/117854/11314/149628/51296/23643/7128/91543/25939/10666/81793/4210/51284/7124/3824/79931/10125/2672/64127/54209/114836/10859/146850/64581/4332/114548/10333/7305/6688/115352/6352/81030/5322/5272/26191/2213/26253/51435/330/84868/2358/146722/3662/653361/857/56833/3055/695/118788/929/3902/348/81035/1378/4057/11326/51311/115362/4321/2069
GOBP_MACROPHAGE_ACTIVATION,GOBP_MACROPHAGE_ACTIVATION,96,-0.610739994,-1.911765835,1.16E-07,4.69E-06,3.48E-06,2328,"tags=42%, list=16%, signal=35%",4317/6376/9173/9258/56670/8291/6622/113277/6095/120892/4345/7096/6556/3458/23208/26228/7124/54209/7057/133396/1437/10333/199/7305/8530/5788/2213/84868/6348/145581/8832/3689/712/3684/3586/728/11326/2214/8877/3569
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,198,-0.526892551,-1.735293017,1.16E-07,4.69E-06,3.48E-06,2198,"tags=42%, list=15%, signal=37%",3593/3853/3592/3240/7425/6280/6283/5553/114770/58985/11096/22914/84034/10133/920/400709/55576/115361/4853/56169/140686/51316/6403/171389/58484/4353/3570/6279/23166/338339/54210/9971/6556/23208/6036/6035/1113/6693/163351/6278/4049/5199/54/5919/84659/10578/3934/7124/6372/64127/54209/440823/944/6364/1511/9466/10333/6039/219972/5027/10417/26253/84868/2358/2207/56833/2209/11117/5266/284297/6700/3586/81035/728/306/4057/3553/3394/5650/4069/3575/25818/10563/3569
GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,91,-0.618798236,-1.920376754,1.23E-07,4.91E-06,3.63E-06,2532,"tags=45%, list=17%, signal=37%",5294/5169/2294/201294/6571/4067/56670/9846/8291/84106/11027/5293/57126/3458/11314/1113/729230/2922/5729/6812/7462/7124/10125/54209/6504/1776/3598/5730/7305/6688/84868/6348/8013/2207/695/8832/3689/3162/1794/3684/306
GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY,GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY,58,-0.685845933,-2.023652726,1.25E-07,4.95E-06,3.66E-06,1540,"tags=43%, list=11%, signal=39%",3932/5293/23228/974/11314/640/3702/26228/7462/4773/4332/89857/115352/150372/5788/931/26191/2213/1493/695/933/3071/973/930/952
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,86,-0.628738298,-1.939036582,1.34E-07,5.27E-06,3.90E-06,1299,"tags=37%, list=9%, signal=34%",4739/6278/729230/5919/1906/1236/146433/7057/6504/2621/199/1436/6688/6351/6352/1240/6387/2358/6348/1230/6354/7060/3071/719/728/7941/6363/3627/10563/3569/5764/6366
GOBP_B_CELL_DIFFERENTIATION,GOBP_B_CELL_DIFFERENTIATION,126,-0.57384548,-1.830366108,1.46E-07,5.63E-06,4.17E-06,1549,"tags=40%, list=11%, signal=36%",100/596/25/4066/22806/3718/56262/3087/4853/23529/4242/9452/1015/5293/5795/23228/974/10673/3956/259307/2322/939/5079/3561/5450/7412/4914/6688/115352/3676/55619/1880/139818/150372/5788/931/2213/6422/3589/56833/695/3071/3586/973/1378/9734/930/3394/1380/3624/3569
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,GOBP_ALPHA_BETA_T_CELL_ACTIVATION,158,-0.546895517,-1.773895495,1.52E-07,5.80E-06,4.29E-06,2918,"tags=46%, list=20%, signal=37%",26022/257101/100/596/25/9479/1604/3718/2841/135/3549/8809/4602/639/5588/3570/9308/51176/7535/246778/56253/64926/915/30009/6095/917/3123/50856/3458/916/11314/6693/8320/2529/4818/729230/3702/50943/4063/91543/8651/3122/919/84695/3561/339390/940/114836/10859/944/10148/54440/864/942/114548/3594/1880/5788/7292/9760/26191/301/3662/941/3071/1794/26279/57705/29126/6363/3559/11006/3569
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,113,-0.585007477,-1.857698734,3.03E-07,1.14E-05,8.43E-06,3576,"tags=55%, list=24%, signal=42%",7037/6891/3107/3593/3592/3106/3717/51010/10459/10892/4436/55183/3135/80329/79915/920/5817/100/913/912/1604/7186/10865/8809/909/23529/5588/911/3572/910/154064/30009/3554/3123/6556/10673/2208/4049/729230/50943/91543/3122/10666/7124/4277/64127/54209/940/6504/64581/54440/114548/9466/3594/5788/7292/5027/695/2209/29126/3553/3569
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,111,-0.581170099,-1.84034532,3.73E-07,1.39E-05,1.03E-05,2921,"tags=46%, list=20%, signal=37%",3135/335/972/3805/1604/3718/7186/8482/9865/10865/8809/814/2865/51704/7805/89886/8140/54210/284/30009/3554/2867/117854/729230/54/50943/91543/10666/7133/7043/51284/7124/7042/64127/10859/6504/64581/54440/114548/558/7292/5027/10417/8013/695/3162/3586/3553/7291/11006/3569
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,44,-0.718775604,-2.042196056,3.80E-07,1.41E-05,1.04E-05,1145,"tags=41%, list=8%, signal=38%",6278/84659/10578/6372/2919/64127/6039/2921/4057/6373/5650/2920/6357/4283/3627/25818/10563/6374
GOBP_ACUTE_INFLAMMATORY_RESPONSE,GOBP_ACUTE_INFLAMMATORY_RESPONSE,95,-0.60038439,-1.876259379,3.92E-07,1.44E-05,1.07E-05,2173,"tags=44%, list=15%, signal=38%",150/171389/9180/3572/2865/3570/6279/9365/134/2867/5345/388125/2529/3552/923/1236/7124/145741/26471/1776/2152/133396/114548/241/7412/6289/5008/7292/8876/2213/695/6288/2209/5733/26279/2214/3553/5265/12/2335/9332/3569
GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION,GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION,40,-0.725998346,-2.029726949,4.77E-07,1.72E-05,1.27E-05,1367,"tags=50%, list=9%, signal=45%",83700/3554/2529/3552/1906/2526/1236/64127/10562/4354/56833/7060/3071/719/728/6363/9353/7130/6366/1803
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,214,-0.507423518,-1.675066729,6.68E-07,2.38E-05,1.77E-05,3427,"tags=42%, list=23%, signal=33%",84243/3593/3106/8870/11274/79102/2/3821/57817/9314/284207/53833/3135/335/197358/100/3805/7010/84166/9370/3848/64116/135/5169/1269/91662/6376/710/2294/131450/54941/5654/171389/1813/9258/9021/23547/4067/10769/3670/2534/9971/134/409/6095/4345/3123/79626/23208/10875/140885/7128/54/50943/25939/7133/4210/3824/4907/4277/64127/54209/10859/116379/114548/64838/8530/5176/5788/5272/26191/2213/84868/2358/89790/56833/3055/145581/6288/3586/348/1378/11326/5740/3479/3082/313/3559/7130/4321
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION,GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION,163,-0.535153359,-1.744304729,7.00E-07,2.48E-05,1.84E-05,2921,"tags=40%, list=20%, signal=32%",3135/257101/2175/972/652/100/25/3718/441478/5105/7480/3549/814/639/8744/9308/51176/7535/246778/56253/6935/3111/30009/914/3123/3458/10875/259307/939/729230/50943/8651/3122/84695/3561/10125/339390/940/146850/54440/864/942/114548/3594/399/1840/1960/5788/7292/9760/8876/301/3662/941/1493/3071/3902/1378/2736/6363/10288/3575/56603/3559/11006
GOBP_LEUKOCYTE_HOMEOSTASIS,GOBP_LEUKOCYTE_HOMEOSTASIS,97,-0.589400774,-1.848064738,8.67E-07,2.93E-05,2.17E-05,3169,"tags=47%, list=22%, signal=37%",4352/54542/5366/53833/4208/9133/972/100/596/25/202309/3718/5585/124976/4067/10019/11151/83700/84636/1435/23495/5293/9469/10673/2322/7128/4254/50943/2149/608/6372/27240/3957/54440/558/55619/1880/139818/5142/5027/301/695/3071/3575/3559/3569
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,67,-0.631643996,-1.895697367,9.08E-07,3.04E-05,2.25E-05,1238,"tags=36%, list=8%, signal=33%",6036/6035/1113/163351/4049/54/5919/84659/7124/64127/944/1511/9466/6039/219972/5027/84868/284297/6700/728/3553/4069/3575/3569
GOBP_INTERLEUKIN_2_PRODUCTION,GOBP_INTERLEUKIN_2_PRODUCTION,61,-0.661228074,-1.958403302,9.25E-07,3.08E-05,2.28E-05,2039,"tags=49%, list=14%, signal=42%",5588/9308/7805/9971/30009/9455/916/2633/3552/729230/7128/50943/64127/940/64581/54440/942/89795/5788/5142/301/84868/3662/941/79679/3902/1378/11326/3553/11006
GOBP_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS,GOBP_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS,46,-0.698337779,-1.995262007,9.57E-07,3.16E-05,2.34E-05,1713,"tags=50%, list=12%, signal=44%",83700/1435/6278/5919/1906/1236/146433/64127/7057/6504/1436/6352/1240/4354/7060/3071/719/728/6363/9353/7130/6366/1803
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,216,-0.506858622,-1.672783373,1.03E-06,3.38E-05,2.50E-05,1896,"tags=26%, list=13%, signal=23%",7846/55022/7805/6367/6369/27063/9971/6349/6095/3037/120892/6368/10673/7293/2633/6358/255743/7128/6517/4772/1906/7133/10344/7124/608/79444/7057/2621/6364/8115/8784/7412/6351/6352/55504/10537/6401/6422/330/970/1513/6348/6354/929/6347/1277/9590/6363/6355/6357/1545/8877/6356/81792/6366/6362/1116
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,128,-0.555530679,-1.773566309,1.06E-06,3.45E-05,2.56E-05,3105,"tags=48%, list=21%, signal=38%",57817/9314/284207/53833/335/197358/100/7010/9370/3848/64116/135/5169/1269/91662/6376/2294/131450/171389/9258/9021/4067/10769/3670/2534/9971/134/6095/4345/3123/79626/23208/140885/7128/54/50943/7133/4210/4907/64127/54209/116379/114548/64838/8530/5176/5788/2213/2358/89790/56833/3055/145581/6288/3586/348/5740/3479/3082/313/3559/7130
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,121,-0.569860703,-1.815701009,1.08E-06,3.49E-05,2.59E-05,1480,"tags=36%, list=10%, signal=33%",30009/56477/3620/3123/79626/2615/11314/10875/259307/6693/50943/8651/84695/339390/10859/54900/201633/864/942/1511/10457/1840/6387/7292/5322/26191/2213/301/84868/941/1493/79679/3071/3902/26279/3586/29126/1378/11326/10288/3559/80380/11006/6366
GOBP_IMMUNOGLOBULIN_PRODUCTION,GOBP_IMMUNOGLOBULIN_PRODUCTION,104,-0.583731865,-1.835189529,1.24E-06,3.93E-05,2.91E-05,3248,"tags=46%, list=22%, signal=36%",51010/10459/4436/55183/5950/79915/3108/29802/202309/10721/2956/7186/1235/9156/5585/23529/3111/3127/30009/3123/3120/7293/3113/50943/3119/3122/25939/2048/7124/3115/940/3109/3598/54440/942/9466/115352/3112/5788/7292/2213/3118/695/933/3117/3586/1378/3569
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION,GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION,18,-0.835115381,-1.981032647,1.28E-06,4.03E-05,2.98E-05,1459,"tags=72%, list=10%, signal=65%",409/54/4210/1236/64127/7057/10859/6504/201633/1240/3586/51311/353514
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,80,-0.605989177,-1.86402822,1.49E-06,4.62E-05,3.42E-05,1859,"tags=44%, list=13%, signal=38%",8809/4602/3570/9308/51176/246778/30009/6095/3123/3458/6693/2529/50943/4063/91543/8651/3122/84695/3561/114836/54440/864/942/114548/3594/1880/7292/9760/301/3662/941/3071/26279/6363/3569
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,55,-0.661500266,-1.947366917,1.51E-06,4.67E-05,3.46E-05,1526,"tags=35%, list=10%, signal=31%",11027/2219/914/7096/2867/53342/84632/2149/51284/7124/64127/64581/2152/51744/929/3553/51311/3569/1116
GOBP_LEUKOCYTE_DEGRANULATION,GOBP_LEUKOCYTE_DEGRANULATION,74,-0.627134363,-1.902869079,1.60E-06,4.82E-05,3.57E-05,2585,"tags=47%, list=18%, signal=39%",3822/5294/2294/201294/6571/4067/9846/11151/84106/5293/57126/11314/1113/4818/729230/2922/5729/6812/7462/10125/3598/5730/6688/2213/6348/8013/3055/695/8832/3689/3162/3071/3684/306/2214
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,122,-0.557019833,-1.778463346,1.60E-06,4.82E-05,3.57E-05,1332,"tags=35%, list=9%, signal=32%",5105/7480/3549/8744/9308/51176/7535/3123/3458/259307/939/50943/8651/3122/3561/10125/146850/2621/54440/864/942/114548/3594/6688/399/1960/558/5788/7292/9760/8876/301/941/695/3071/3586/1378/2736/6363/10288/3575/3559/11006
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,95,-0.58401084,-1.82509045,2.24E-06,6.35E-05,4.70E-05,2310,"tags=44%, list=16%, signal=37%",5105/8809/4602/3936/911/3570/51176/246778/338339/30009/6095/3123/6556/3458/10875/6693/8320/50943/4063/3122/3683/84695/114836/10859/3109/942/114548/3594/54518/1880/7292/2213/301/26253/84868/3662/2207/941/3071/3383/6363/3569
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX,GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX,18,-0.828833354,-1.966130632,2.26E-06,6.36E-05,4.71E-05,1492,"tags=67%, list=10%, signal=60%",3111/3127/3123/3120/3113/3119/3122/3115/3109/3112/3118/3117
GOBP_T_CELL_MEDIATED_IMMUNITY,GOBP_T_CELL_MEDIATED_IMMUNITY,114,-0.568907436,-1.808549128,2.27E-06,6.36E-05,4.71E-05,3493,"tags=54%, list=24%, signal=42%",6891/3107/3593/3592/5873/3106/23180/3821/10892/722/53833/3135/80329/5817/913/912/1604/7186/1379/10865/8809/909/911/910/154064/56253/3004/30009/3554/3123/7454/925/259307/2529/729230/50943/91543/3122/7133/3824/4277/339390/64127/10859/6504/54440/114548/5551/3594/5788/7292/5027/2213/970/3071/64005/1378/3553/3575/1380/11006/3569
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,42,-0.696403418,-1.959068286,2.33E-06,6.49E-05,4.80E-05,1576,"tags=48%, list=11%, signal=43%",284/30009/54/50943/7043/7124/7042/64127/10859/6504/3598/115352/558/2213/933/3162/3586/1378/7291/11006
GOBP_REGULATION_OF_B_CELL_ACTIVATION,GOBP_REGULATION_OF_B_CELL_ACTIVATION,115,-0.565867031,-1.799712914,2.57E-06,7.01E-05,5.19E-05,1567,"tags=49%, list=11%, signal=44%",51010/10459/4436/55183/4208/79915/972/100/596/8660/22806/5618/5585/23529/4067/7805/374403/23495/30009/10673/7293/11314/259307/939/7128/50943/2048/4773/3561/64127/940/54440/4332/9466/7305/6688/115352/1880/150372/5788/7292/64092/2213/6422/30011/56833/1493/695/933/3071/3586/1378/930/952/3624/3569
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,202,-0.498604271,-1.6434432,2.60E-06,7.05E-05,5.22E-05,2075,"tags=25%, list=14%, signal=22%",171389/9258/58484/89870/23547/4067/2534/2099/11027/9971/2219/409/7096/2867/11314/149628/51296/23643/7128/91543/81793/4210/51284/7124/3824/79931/2672/64127/54209/64581/4332/114548/10333/7305/115352/81030/26191/26253/51435/330/84868/146722/3662/857/3055/695/118788/929/81035/4057/51311
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING,GOBP_POSITIVE_REGULATION_OF_CELL_KILLING,66,-0.628871636,-1.886623303,2.96E-06,7.82E-05,5.79E-05,3493,"tags=61%, list=24%, signal=46%",6891/3107/3593/3592/3106/22914/3135/80329/5817/3823/913/3822/912/7409/909/8807/911/910/259197/154064/56253/3123/3458/2208/26228/3122/10666/3824/10125/4277/114836/64581/5551/3594/7305/6688/5788/5027/3902/3684
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY,GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY,87,-0.593849195,-1.83304077,2.96E-06,7.82E-05,5.79E-05,3493,"tags=56%, list=24%, signal=43%",6891/3107/3593/3592/3106/3821/22914/3135/80329/5817/3805/3823/913/3822/912/7409/909/8807/911/910/259197/154064/56253/409/3123/26228/3122/10666/3824/6372/10125/4277/114836/10859/146850/1776/3594/7305/6688/5788/5272/5027/2213/84868/3071/3902/3684/3383/3575
GOBP_RESPONSE_TO_AMYLOID_BETA,GOBP_RESPONSE_TO_AMYLOID_BETA,50,-0.665759681,-1.932386924,3.27E-06,8.58E-05,6.35E-05,963,"tags=32%, list=7%, signal=30%",2048/7124/54209/10333/7412/4914/3676/781/2213/2358/4804/3383/3479/4321/4314/4318
GOBP_REGULATORY_T_CELL_DIFFERENTIATION,GOBP_REGULATORY_T_CELL_DIFFERENTIATION,33,-0.725310407,-1.957912562,3.55E-06,9.21E-05,6.82E-05,1332,"tags=52%, list=9%, signal=47%",3123/3458/259307/2529/50943/8651/3122/3561/940/7292/9760/1493/3902/26279/1378/10288/11006
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,169,-0.513873906,-1.67624611,4.24E-06,0.00010784,7.99E-05,3427,"tags=42%, list=23%, signal=33%",84243/3593/3106/11274/2/3821/54542/114770/722/53833/3135/197358/3805/84166/3958/1604/3718/5169/1379/79987/710/2294/171389/9173/1813/4067/10769/2534/30009/409/3123/11314/725/10875/259307/729230/7128/50943/25939/84695/3824/339390/64127/54209/10859/5133/6504/3598/9466/6688/5788/7292/64092/5272/2213/301/84868/56833/3055/1493/8832/3162/3071/3586/1378/11326/1281/3575/1380/11006/4321
